# RA = 12 00 44.95 (180.187272)
# Dec = -18 59 44.48 (-18.995689)
# Redshift = 0.0
# nH = 3.01E20 cm^-2 
# Given the input coordinates, data have been retrieved from 7 out of 190 selected catalogues

# DENIS_3_i (id = 1)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
3.7900E14     0.0000E00    2.2101E-12   1.6285E-13    50212.07728    50212.07728

# DENIS_3_j (id = 2)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.4410E14     0.0000E00    2.0854E-12   3.2652E-13    50212.07728    50212.07728

# allwise w1 (id = 3)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
8.8170E13     0.0000E00    8.7665E-13   2.4771E-14    55371.88924881    55561.48238845

# allwise w2 (id = 4)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
6.5170E13     0.0000E00    9.8128E-13   2.6967E-14    55371.88924881    55561.48238845

# allwise w3 (id = 5)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.4980E13     0.0000E00    1.0431E-12   4.5077E-14    55371.88924881    55373.0137676

# allwise w4 (id = 6)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.3630E13     0.0000E00    1.1831E-12   1.6545E-13    55371.88924881    55373.0137676

# WGACAT2 (id = 7)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.4200E17     0.0000E00    1.0051E-13   1.3139E-14    49538.279664    49539.0
2.4200E17     0.0000E00    8.5402E-14   1.4453E-14    48993.658391    48997.0
2.4200E17     0.0000E00    7.9489E-14   7.8832E-15    49153.457014    49156.0
2.4200E17     0.0000E00    7.9489E-14   1.5110E-14    48814.965162    48815.0

