,RAJ2000,DEJ2000,Name,Type,Rmag,Bmag,Comment,R,B,z,Qpct,XName,RName,Lobe1,Lobe2
750173,169.1178636,22.5222603,FBQS J111628.3+223119    ,QRX ,18.78,18.78,g+G,-,-, 0.837,100,XMMSL J111627.8+223126,VL0J111628.29+223120.2,FIRST J111628.3+223119,NVSS J111628.6+223121
750363,169.1464903,53.5654839,SDSS J111635.15+533355.6 ,QRX ,20.20,20.78,gmG,-,-, 1.096,100,2SXPS J111635.4+533356,VL0J111635.16+533355.5,                      ,
750402,169.1529044,5.9608378,SDSS J111636.70+055739.0 ,QRX ,18.74,19.19,gG ,-,-, 1.045,100,2SXPS J111636.9+055741,VL0J111636.69+055738.9,NVSS J111636.5+055738 ,FIRST J111636.6+055739
750629,169.1855041,1.3596681,2QZ J111644.4+012134     ,QRX ,20.68,21.57,gG ,-,-, 1.367, 99,4XMM J111644.5+012136 ,FIRST J111644.4+012135,                      ,
750760,169.2108407,41.3528211,SDSS J111650.60+412110.1 ,QRX ,19.62,19.93,gG ,-,-, 2.233, 99,4XMM J111650.5+412111 ,FIRST J111650.6+412109,                      ,
750788,169.2149309,44.3798685,SDSS J111651.58+442247.5 ,QRX ,19.58,20.73,pG ,-,-, 1.616, 99,4XMM J111651.6+442247 ,FIRST J111651.5+442246,VL0J111651.61+442247.4,
750950,169.2438542,40.4860158,SDSS J111658.52+402909.6 ,QRX ,21.81,22.49,g  ,-,-, 1.399, 95,4XMM J111658.5+402909 ,NVSS J111658.4+402909 ,                      ,
752232,169.4462607,40.4946646,SDSS J111747.09+402940.7 ,QRX ,20.48,20.72,gG ,1,1, 1.951,100,2XMM J111747.1+402941 ,FIRST J111747.0+402940,VL0J111747.12+402940.8,2SXPS J111746.9+402943
752310,169.4571917,20.0413454,SDSS J111749.72+200228.8 ,QRX ,18.94,18.65,gG ,-,-, 0.667,100,2RXS J111750.3+200237 ,VL0J111749.73+200228.8,FIRST J111749.7+200228,NVSS J111749.2+200230
752396,169.4722251,41.3378559,B3 1115+416              ,QRX ,19.48,19.22,gG ,-,-, 2.218,100,2XMM J111753.3+412016 ,VL0J111753.28+412016.4,FIRST J111753.3+412016,NVSS J111753.2+412016
752405,169.4732443,7.7040788,SDSS J111753.57+074214.6 ,QRX ,21.77,21.86,g  ,-,-, 0.560,100,CXOG J111753.5+074213 ,VL0J111753.58+074214.8,FIRST J111753.5+074213,2XMM J111753.5+074213
752653,169.5091173,54.3113125,SDSS J111802.18+541840.6 ,QRX ,20.00,19.95,gmG,-,-, 0.508, 99,2RXS J111800.5+541853 ,VL0J111802.12+541840.4,FIRST J111802.2+541840,
754387,169.7712805,38.3065957,SDSS J111905.11+381823.6 ,QRX ,18.16,18.29,gG ,-,-, 0.729,100,2RXS J111904.8+381853 ,VL0J111905.12+381823.7,FIRST J111905.1+381823,NVSS J111905.0+381822
754474,169.7861609,21.321663,PG 1116+215              ,QRX ,14.46,14.39,gmG,1,-, 0.176,100,4XMM J111908.6+211917 ,VL0J111908.68+211918.1,FIRST J111908.6+211917,1RXH J111908.5+211921
754608,169.8084105,60.5123903,SDSS J111914.00+603044.5 ,QRX ,18.24,18.40,gG ,-,-, 1.238,100,2RXS J111914.3+603041 ,VL0J111913.96+603044.5,FIRST J111914.0+603044,
754615,169.8097741,60.0825566,SBS 1116+603             ,QRX ,17.13,17.20,gG ,-,-, 2.635,100,2XMMi J111914.3+600458,VL0J111914.29+600457.1,FIRST J111914.3+600457,2SXPS J111914.7+600453
754668,169.817213,11.0186497,SDSS J111916.12+110107.1 ,QRX ,17.30,17.45,gmG,-,-, 0.394, 99,2RXS J111916.6+110121 ,FIRST J111916.1+110107,NVSS J111916.0+110106 ,
754752,169.828278,57.7938203,SDSS J111918.78+574737.6 ,QRX ,19.43,19.76,gG ,1,-, 2.980, 80,4XMM J111919.0+574740 ,NVSS J111918.7+574742 ,                      ,
755030,169.8763261,22.4470461,FIRST J111930.3+222649   ,QRX ,18.16,17.90,gG ,1,-, 0.420,100,2SXPS J111930.2+222647,VL0J111930.32+222649.4,FIRST J111930.3+222649,2RXS J111931.1+222649
755233,169.9060449,25.0932318,SDSS J111937.45+250535.7 ,QRX ,19.33,19.49,gmG,-,-, 1.480, 98,2SXPS J111937.1+250528,VL0J111937.39+250534.4,NVSS J111937.3+250534 ,FIRST J111937.3+250534
755514,169.9480305,43.3192728,SDSS J111947.52+431909.3 ,QRX ,20.02,20.52,pmG,-,1, 1.601, 98,CXOG J111947.5+431910 ,NVSS J111946.8+431911 ,VL0J111947.02+431905.4,4XMM J111947.4+431909
755793,169.9864188,55.2041886,SDSS J111956.74+551215.0 ,QRX ,20.87,21.30,gG ,-,-, 1.351, 99,2SXPS J111956.8+551220,VL0J111956.69+551215.0,FIRST J111956.7+551215,NVSS J111956.6+551215
755869,169.9978717,6.6114562,SDSS J111959.48+063641.2 ,QRX ,18.50,18.54,gG ,-,-, 2.726,100,4XMM J111959.5+063641 ,FIRST J111959.4+063641,NVSS J111959.6+063641 ,CXOG J111959.4+063642
756187,170.0441187,34.231591,SDSS J112010.58+341353.7 ,QRX ,20.51,21.49,pG ,-,-, 1.755, 99,2RXP J112010.8+341356 ,VL0J112010.60+341353.8,FIRST J112010.5+341354,NVSS J112010.4+341358
756466,170.0890528,11.0763305,SDSS J112021.37+110434.7 ,QRX ,17.01,16.80,gG ,-,-, 0.496,100,2RXS J112021.7+110431 ,VL0J112021.36+110434.9,FIRST J112021.3+110434,1WGA J1120.3+1104
756536,170.0967862,54.0741957,87GB 11175+5420          ,QRX ,18.94,19.07,gG ,-,-, 0.924,100,4XMM J112023.2+540427 ,VL0J112023.09+540426.8,FIRST J112023.1+540426,2RXS J112022.9+540422
756985,170.1666681,34.2221898,SDSS J112039.99+341319.8 ,QRX ,20.73,21.02,jmG,1,1, 2.027, 99,2RXP J112040.1+341317 ,VL0J112040.01+341319.8,FIRST J112039.9+341319,NVSS J112040.2+341315
757116,170.1870167,50.6940215,SDSS J112044.88+504138.5 ,QRX ,19.76,19.91,gG ,-,-, 1.565, 99,1RXH J112044.3+504141 ,FIRST J112044.8+504140,                      ,
757135,170.1908431,43.2400173,SDSS J112045.80+431424.0 ,QRX ,20.20,20.97,p  ,1,1, 1.215, 99,CXOG J112045.8+431425 ,FIRST J112045.7+431423,VL0J112045.82+431424.1,4XMM J112045.7+431424
757512,170.2535694,18.099354,SDSS J112100.85+180557.7 ,QRX ,18.00,18.37,gmG,-,-, 1.361, 99,2RXS J112100.5+180615 ,VL0J112100.86+180557.8,FIRST J112100.8+180557,NVSS J112100.8+180553
757736,170.2857736,53.8558349,SBS 1118+541             ,QRX ,16.07,16.44,gmG,1,-, 0.103, 99,4XMM J112108.7+535121 ,FIRST J112108.6+535121,NVSS J112107.9+535122 ,2RXS J112109.9+535126
758113,170.3479208,34.2785603,SDSS J112123.49+341642.8 ,QRX ,19.09,19.80,pG ,-,1, 1.480, 99,2RXP J112123.8+341641 ,VL0J112123.50+341642.6,FIRST J112123.5+341642,NVSS J112122.8+341652
758127,170.3498664,54.0407197,SDSS J112123.96+540226.6 ,QRX ,21.45,21.60,g+G,-,-, 0.843,100,4XMM J112123.9+540227 ,FIRST J112123.7+540225,NVSS J112124.5+540229 ,
758467,170.4057802,52.9220712,SDSS J112137.38+525519.4 ,QRX ,19.06,19.27,gG ,-,-, 0.677, 99,4XMM J112136.9+525518 ,VL0J112137.36+525519.3,                      ,
759339,170.5481424,42.6192736,CSO 1169                 ,QRX ,16.85,16.76,gG ,1,-, 0.814, 99,2RXP J112211.9+423706 ,FIRST J112211.5+423709,2RXS J112211.0+423709 ,
759841,170.6237965,18.0906507,H 1119+18                ,QRX ,17.26,17.82,gG ,-,-, 1.041, 99,XMMSL J112229.2+180523,VL0J112229.70+180526.5,FIRST J112229.6+180526,2RXS J112229.0+180526
761180,170.8321531,63.4562631,SDSS J112319.72+632722.4 ,QRX ,19.64,19.80,gG ,1,-, 2.794, 94,2SXPS J112319.6+632717,VL0J112319.67+632722.4,                      ,
761269,170.8437986,1.7181103,SDSS J112322.51+014305.2 ,QRX ,19.86,19.93,gG ,1,-, 2.622, 98,CXOG J112322.5+014305 ,FIRST J112322.5+014304,                      ,
761373,170.8581132,-3.2635138,SDSS J112325.94-031548.6 ,QRX ,17.47,17.63,gG ,-,-, 1.769,100,2RXS J112326.1-031557 ,VL0J112325.97-031548.2,FIRST J112325.9-031548,NVSS J112325.9-031548
761712,170.9089621,5.3440369,SDSS J112338.14+052038.5 ,QRX ,19.09,19.18,gmG,-,-, 2.184,100,2XMM J112338.0+052038 ,VL0J112338.16+052038.6,FIRST J112338.1+052038,2SXPS J112338.2+052034
763439,171.1786084,-17.0881631,HE 1122-1648             ,QRX ,16.10,16.63,pG ,1,-, 2.400, 99,2RXP J112442.9-170522 ,VL0J112442.87-170516.9,2RXS J112441.7-170511 ,
764990,171.4262079,0.0170545,UM 427                   ,QRX ,17.56,17.63,gG ,-,-, 1.692,100,2SXPS J112542.3+000103,VL0J112542.29+000101.6,FIRST J112542.2+000101,NVSS J112542.2+000100
765570,171.5322856,14.7423453,SDSS J112607.74+144432.4 ,QRX ,21.58,21.82,g  ,-,-, 2.639, 99,4XMM J112607.7+144432 ,FIRST J112607.7+144432,CXOG J112607.6+144432 ,
766866,171.7402292,45.2684132,RX J11269+4516           ,QRX ,17.18,17.22,gG ,-,-, 1.818,100,2RXS J112656.3+451615 ,VL0J112657.67+451606.2,FIRST J112657.6+451606,NVSS J112657.6+451607
767090,171.7792698,56.7950097,SDSS J112707.01+564742.0 ,QRX ,20.81,20.82,gG ,-,-, 2.558,100,CXO J112707.1+564742  ,VL0J112706.96+564741.9,FIRST J112707.0+564741,NVSS J112707.0+564740
767600,171.8587944,43.0182434,SDSS J112726.10+430105.6 ,QRX ,18.13,18.19,gmG,-,-, 1.935,100,2RXP J112726.7+430054 ,VL0J112726.13+430105.5,                      ,
768836,172.0555865,59.4207772,TEX 1125+596             ,QRX ,19.60,19.61,gG ,-,-, 1.799, 99,2SXPS J112813.4+592515,VL0J112813.29+592514.7,FIRST J112813.3+592514,NVSS J112813.4+592515
769155,172.106718,40.4111392,SDSS J112825.60+402440.0 ,QRX ,19.73,19.62,gG ,-,-, 0.452,100,2RXS J112827.5+402450 ,VL0J112825.61+402440.1,FIRST J112825.6+402440,
769915,172.2260068,3.8948556,SDSS J112854.24+035341.4 ,QRX ,18.87,19.10,gmG,-,-, 1.826,100,2RXS J112854.7+035404 ,FIRST J112854.2+035341,NVSS J112854.0+035340 ,
770432,172.3087404,9.866393,PKS 1126+10              ,QRX ,17.33,17.61,gmG,-,-, 1.516, 99,2RXS J112914.1+095201 ,FIRST J112914.1+095200,VL0J112914.12+095200.3,NVSS J112914.0+095155
770656,172.345337,24.0941294,SDSS J112922.88+240538.8 ,QRX ,20.62,20.72,g  ,-,-, 2.513,100,4XMM J112922.8+240538 ,VL0J112922.88+240538.8,FIRST J112922.8+240538,NVSS J112922.8+240539
771480,172.4707954,22.2555783,SDSS J112952.99+221520.0 ,QRX ,17.71,17.86,gmG,-,-, 0.291, 99,2RXS J112952.2+221527 ,VL0J112952.95+221519.9,FIRST J112952.9+221519,NVSS J112953.0+221518
771776,172.5197922,41.272029,KUV 11274+4133           ,QRX ,16.27,16.62,pG ,-,-, 1.530, 99,2RXS J113003.4+411636 ,FIRST J113004.7+411619,NVSS J113005.2+411616 ,
771840,172.5293855,-14.8242747,PKS 1127-14              ,QRX ,16.16,16.34,pG ,1,1, 1.187, 99,CXOG J113007.0-144927 ,NVSS J113007.0-144927 ,2XMM J113007.0-144926 ,2SXPS J113007.0-144928
772319,172.6054583,17.5749168,SDSS J113025.30+173429.6 ,QRX ,16.52,16.81,gmG,-,-, 0.936, 99,2SXPS J113025.1+173431,FIRST J113025.2+173429,                      ,
772679,172.663323,43.2428385,SDSS J113039.19+431434.2 ,QRX ,17.68,17.60,gmG,-,1, 0.413, 99,2SXPS J113039.3+431430,VL0J113039.22+431434.2,FIRST J113039.1+431433,
772817,172.6861173,5.9638314,SDSS J113044.66+055749.7 ,QRX ,19.28,19.51,gG ,-,1, 1.484, 99,4XMM J113044.5+055752 ,VL0J113044.66+055749.9,FIRST J113044.6+055750,
772820,172.6864625,24.0173097,FBQS J113044.7+240102    ,QRX ,18.03,17.97,gG ,-,-, 0.921,100,2SXPS J113044.7+240101,VL0J113044.75+240102.3,NVSS J113044.6+240103 ,FIRST J113044.7+240102
773021,172.7220118,38.2551595,S4 1128+38               ,QRX ,18.75,18.83,gG ,-,-, 1.740,100,2SXPS J113053.4+381518,VL0J113053.31+381518.6,NVSS J113053.2+381518 ,2RXS J113052.5+381530
773425,172.7885408,26.5355134,RXS J11311+2632          ,QRX ,16.95,16.97,gG ,1,-, 0.244, 99,2RXS J113108.9+263213 ,VL0J113109.25+263208.0,FIRST J113109.2+263208,XMMSL J113109.1+263157
773432,172.7895093,31.2348629,B2 1128+31               ,QRX ,16.09,16.03,gG ,-,-, 0.289,100,4XMM J113109.4+311405 ,NVSS J113109.6+311404 ,FIRST J113109.5+311403,2SXPS J113109.4+311406
773644,172.82075,31.0106389,XMS J113117.0+310039     ,QRX ,20.30,21.66,jm ,1,-, 0.738, 99,4XMM J113116.9+310038 ,NVSS J113117.0+310038 ,VL0J113116.66+310036.1,FIRST J113116.6+310035
773844,172.8552934,53.0747352,SDSS J113125.27+530429.1 ,QRX ,20.98,21.16,gG ,-,-, 2.107, 99,4XMM J113125.2+530428 ,VL0J113125.26+530429.2,FIRST J113125.2+530429,NVSS J113125.4+530427
774242,172.9249359,55.8402505,SDSS J113141.99+555024.9 ,QRX ,20.19,20.33,gG ,-,-, 1.467, 98,4XMM J113141.5+555026 ,FIRST J113141.9+555025,VL0J113141.93+555024.9,NVSS J113141.5+555024
774481,172.9649273,-12.5330231,RXS J11319-1231          ,QRX ,14.98,15.79,pG ,1,1, 0.654, 98,2SXPS J113151.6-123158,VL0J113151.53-123158.0,4XMM J113151.5-123158 ,CXOG J113151.5-123159
774752,173.0071832,4.8882386,SDSS J113201.72+045317.7 ,QRX ,19.37,19.52,gmG,-,-, 0.339,100,CXOG J113201.7+045317 ,VL0J113201.79+045316.3,                      ,
775274,173.0916196,65.3037647,SDSS J113221.99+651813.5 ,QRX ,18.33,18.75,gG ,-,-, 1.130, 99,2RXP J113221.5+651813 ,VL0J113222.04+651813.5,2RXS J113221.7+651832 ,
775926,173.1900776,0.574396,PKS 1130+008             ,QRX ,18.11,18.52,gmG,-,-, 1.223, 99,2SXPS J113245.6+003432,VL0J113245.63+003427.9,FIRST J113245.6+003427,2RXS J113246.1+003434
776287,173.2478713,10.3950589,MC 1130+106              ,QRX ,17.12,17.02,gG ,-,-, 0.540, 99,2SXPS J113259.4+102342,FIRST J113259.4+102342,VL0J113259.47+102343.0,2RXS J113259.3+102348
776662,173.3115101,28.1998732,US 2599                  ,QRX ,17.46,17.50,gmG,-,-, 0.513, 99,XMMSL J113315.1+281201,FIRST J113314.7+281159,2RXS J113314.6+281206 ,
776783,173.3335653,0.6813513,PKS 1130+009             ,QRX ,19.39,20.06,pG ,-,-, 1.633,100,4XMM J113320.0+004052 ,VL0J113320.06+004052.9,FIRST J113320.0+004052,2SXPS J113320.0+004054
777867,173.5177527,54.9003794,SDSS J113404.26+545401.3 ,QRX ,20.54,20.53,g  ,-,-, 0.811,100,4XMM J113404.2+545401 ,VL0J113404.21+545401.2,FIRST J113404.2+545401,NVSS J113404.4+545403
778326,173.5986995,-17.4639474,PKS 1131-17              ,QRX ,18.38,18.74,pG ,1,-, 1.618, 98,2SXPS J113423.8-172750,VL0J113423.57-172751.0,NVSS J113423.5-172751 ,
778414,173.6158657,41.789455,CSO 1195                 ,QRX ,17.87,17.95,gmG,-,-, 0.819,100,2SXPS J113427.5+414721,VL0J113427.83+414721.8,FIRST J113427.8+414721,XMMSL J113427.4+414726
778448,173.6219265,40.8909189,SDSS J113429.26+405327.3 ,QRX ,18.66,18.78,gG ,-,-, 3.001,100,2SXPS J113429.3+405326,VL0J113429.28+405327.3,FIRST J113429.3+405327,
778869,173.690961,43.3161154,SDSS J113445.83+431857.9 ,QRX ,19.32,20.77,gG ,-,-, 2.177, 98,CXOG J113445.8+431858 ,VL0J113445.86+431858.1,FIRST J113445.8+431857,
779203,173.7429873,56.9852481,SDSS J113458.31+565906.8 ,QRX ,20.63,20.63,g  ,-,-, 1.418,100,2XMMi J113458.3+565907,VL0J113458.30+565906.8,FIRST J113458.3+565906,NVSS J113458.4+565904
780031,173.8752185,56.9576994,SDSS J113530.04+565727.6 ,QRX ,20.25,20.92,gG ,1,-, 0.731, 99,2XMMi J113530.0+565727,FIRST J113530.0+565727,NVSS J113529.9+565726 ,
780161,173.8944408,-3.7332864,TGN172Z242               ,QRX ,15.41,18.90,p+G,1,-, 1.160,100,4XMM J113534.6-034359 ,VL0J113534.71-034359.3,FIRST J113534.6-034359,NVSS J113534.6-034400
780849,174.0028342,29.9573801,SDSS J113600.67+295726.6 ,QRX ,18.92,19.87,pG ,-,-, 0.593, 96,2RXP J113601.0+295728 ,FIRST J113600.7+295728,                      ,
781240,174.0614259,21.3739681,SDSS J113614.74+212226.2 ,QRX ,18.99,19.06,gG ,-,-, 2.635,100,4XMM J113614.7+212224 ,VL0J113614.74+212226.2,FIRST J113614.7+212226,2RXP J113614.8+212229
781503,174.1023992,-3.508193,PKS 1133-032             ,QRX ,18.81,19.98,pG ,-,-, 1.648, 99,4XMM J113624.5-033029 ,FIRST J113624.5-033029,VL0J113624.60-033029.1,2SXPS J113624.5-033029
781523,174.1059445,10.0897723,SDSS J113625.42+100523.2 ,QRX ,17.69,17.75,gG ,-,-, 0.555, 94,2RXS J113625.8+100534 ,FIRST J113625.4+100524,                      ,
782188,174.2092608,30.0986268,SDSS J113650.22+300555.1 ,QRX ,18.96,19.01,gG ,-,-, 2.016,100,2RXP J113649.7+300546 ,VL0J113650.22+300554.9,FIRST J113650.2+300555,NVSS J113649.6+300553
782516,174.2619274,15.7824942,SDSS J113702.86+154656.8 ,QRX ,18.67,18.72,gG ,-,-, 0.647,100,4XMM J113702.8+154657 ,FIRST J113702.8+154656,                      ,
782726,174.3028618,22.0143797,SDSS J113712.68+220051.7 ,QRX ,20.28,20.45,gmG,1,-, 2.655, 99,4XMM J113712.6+220051 ,FIRST J113712.6+220051,                      ,
782935,174.3370166,29.5941998,MG J1137+2935            ,QRX ,19.56,19.61,gG ,-,-, 2.649,100,2RXP J113721.4+293549 ,VL0J113720.89+293539.1,NVSS J113720.8+293539 ,FIRST J113720.8+293538
783383,174.4085559,10.6583983,RXS J11376+1039          ,QRX ,16.60,16.69,g+G,-,1, 0.175,100,XMMSL J113737.9+103934,FIRST J113738.0+103930,NVSS J113737.9+103928 ,2RXS J113737.3+103926
783960,174.5076535,49.0851119,SDSS J113801.83+490506.4 ,QRX ,18.25,18.13,gG ,-,-, 0.480,100,2RXP J113802.3+490508 ,FIRST J113801.8+490506,2RXS J113803.7+490500 ,
783972,174.509949,25.4069757,SDSS J113802.39+252425.2 ,QRX ,19.37,19.47,gmG,-,-, 1.661,100,2SXPS J113802.4+252424,VL0J113802.39+252425.0,FIRST J113802.3+252425,NVSS J113802.3+252424
785644,174.7945937,-13.8454553,PKS 1136-13              ,QRX ,16.48,16.74,pmG,-,-, 0.554,100,CXOG J113910.7-135043 ,NVSS J113910.6-135042 ,VL0J113910.56-135043.2,2SXPS J113910.5-135041
785778,174.8173599,19.5884951,SDSS J113916.16+193518.5 ,QRX ,18.62,18.76,gmG,-,-, 0.996,100,4XMM J113916.1+193518 ,VL0J113916.11+193518.4,FIRST J113916.1+193518,NVSS J113916.0+193515
786033,174.8552931,18.9050978,SDSS J113925.26+185418.3 ,QRX ,18.24,18.11,g+G,-,-, 0.398,100,XMMSL J113924.8+185419,VL0J113925.28+185418.5,FIRST J113925.2+185418,2RXS J113925.8+185430
786520,174.9380464,26.1457677,SDSS J113945.12+260844.7 ,QRX ,17.70,17.82,p+G,-,-, 0.495,100,2SXPS J113945.1+260844,VL0J113945.10+260844.4,FIRST J113945.0+260843,NVSS J113945.0+260845
788644,175.2774907,-1.6854259,2QZ J114106.5-014108     ,QRX ,19.26,19.39,gG ,-,1, 1.423,100,CXOG J114106.5-014107 ,VL0J114106.60-014107.1,FIRST J114106.5-014107,NVSS J114106.5-014106
788977,175.3363226,10.0901412,SDSS J114120.71+100524.4 ,QRX ,18.85,19.02,gG ,-,-, 1.051, 99,2RXP J114120.4+100523 ,VL0J114120.69+100524.6,FIRST J114120.6+100524,NVSS J114120.6+100524
789804,175.4722626,2.3234267,SDSS J114153.33+021924.3 ,QRX ,18.64,19.38,gmG,-,-, 3.481, 99,2SXPS J114153.3+021924,VL0J114153.34+021924.5,FIRST J114153.3+021925,CXOG J114153.3+021924
790589,175.58944,22.0826514,SDSS J114221.46+220457.5 ,QRX ,19.26,19.24,g+G,-,-, 0.605,100,1RXH J114221.7+220454 ,VL0J114221.46+220457.6,NVSS J114221.3+220456 ,2RXP J114221.6+220453
790804,175.6236373,26.6660043,SDSS J114229.67+263957.5 ,QRX ,20.10,20.13,gmG,-,1, 1.669,100,CXOG J114229.6+263957 ,FIRST J114229.6+263957,4XMM J114229.7+263955 ,
791160,175.6807075,33.5070897,FBQS J114243.3+333025    ,QRX ,17.98,18.15,gG ,-,-, 1.419,100,2SXPS J114243.4+333029,VL0J114243.37+333025.5,FIRST J114243.3+333025,2RXP J114243.3+333026
791346,175.7121599,26.5729774,SDSS J114250.92+263422.7 ,QRX ,19.30,19.30,gmG,-,-, 1.508,100,4XMM J114250.9+263422 ,FIRST J114250.9+263422,NVSS J114250.9+263428 ,
791465,175.730531,20.2007837,SDSS J114255.32+201202.8 ,QRX ,19.79,20.10,gG ,-,1, 0.649, 99,2XMM J114255.3+201203 ,FIRST J114255.3+201203,                      ,
791582,175.7480173,46.181931,SDSS J114259.52+461054.9 ,QRX ,19.48,19.80,gG ,-,-, 1.141, 98,2RXP J114259.5+461055 ,FIRST J114259.8+461054,                      ,
791914,175.8005252,46.3906965,B3 1140+466              ,QRX ,18.89,19.09,gG ,-,-, 1.322,100,XMMSL J114311.6+462328,VL0J114312.13+462326.3,FIRST J114312.1+462326,2RXP J114312.2+462323
