id,RA,DEC,Source name,Redshift,Radio flux d.,Fermi flux,Log nu_peak,Original catalog
4462,244.02504166666665,36.60399722222222,5BZQJ1616+3636 ,1.364,20.0,0.0,0.0,5BZCAT
4464,244.01566666666668,46.540308333333336,5BZQJ1616+4632 ,0.95,79.0,2.49e-12,0.0,5BZCAT
4465,244.14075,33.512027777777774,5BZBJ1616+3330 ,0.0,21.0,2.01e-12,0.0,5BZCAT
4466,244.1370833333333,37.934308333333334,5BZGJ1616+3756 ,0.202,4.0,0.0,18.0,5BZCAT
4468,244.23149999999998,36.35955833333333,5BZQJ1616+3621 ,2.265,330.0,0.0,0.0,5BZCAT
4469,244.45795833333335,2.778638888888889,5BZQJ1617+0246 ,1.339,628.0,0.0,0.0,5BZCAT
4470,244.27629166666665,41.113058333333335,5BZBJ1617+4106 ,0.267,95.0,1.99e-12,0.0,5BZCAT
4471,244.45170833333333,38.02827777777778,5BZQJ1617+3801 ,1.607,18.0,0.0,0.0,5BZCAT
4472,244.61220833333334,8.33075,5BZQJ1618+0819 ,0.446,128.0,0.0,0.0,5BZCAT
4473,244.62745833333332,6.369808333333333,5BZBJ1618+0622 ,0.0,40.0,0.0,0.0,5BZCAT
4475,244.59825,36.53380833333333,5BZBJ1618+3632 ,0.0,562.0,0.0,0.0,5BZCAT
4476,244.76529166666666,6.2172777777777775,5BZQJ1619+0613 ,2.096,873.0,0.0,0.0,5BZCAT
4477,244.6997083333333,21.990419444444445,5BZUJ1618+2159 ,0.336,78.0,0.0,0.0,5BZCAT
4478,244.76041666666666,30.514308333333332,5BZQJ1619+3030 ,1.288,55.0,0.0,0.0,5BZCAT
4479,244.81175,22.79663888888889,5BZQJ1619+2247 ,1.987,475.0,0.0,0.0,5BZCAT
4484,245.0197083333333,35.26513888888889,5BZQJ1620+3515 ,2.96,57.0,0.0,0.0,5BZCAT
4486,244.92654166666665,52.93705833333333,5BZQJ1619+5256 ,2.347,182.0,0.0,0.0,5BZCAT
4487,245.31341666666668,-0.527888888888889,5BZBJ1621-0031 ,0.0,13.0,0.0,16.3,5BZCAT
4490,245.13008333333335,49.031438888888886,5BZQJ1620+4901 ,1.513,448.0,0.0,0.0,5BZCAT
4491,246.07679166666665,-68.15343888888889,5BZQJ1624-6809 ,1.354,1062.0,0.0,0.0,5BZCAT
4492,246.65891666666664,-76.64875,5BZUJ1626-7638 ,0.0,130.0,4.41e-12,0.0,5BZCAT
4495,245.6222083333333,40.112138888888886,5BZQJ1622+4006 ,0.688,37.0,0.0,0.0,5BZCAT
4497,245.7817083333333,39.15899722222222,5BZQJ1623+3909 ,1.975,179.0,0.0,0.0,5BZCAT
4498,245.74691666666666,44.028558333333336,5BZBJ1622+4401 ,0.0,8.0,0.0,16.3,5BZCAT
4499,245.88449999999997,28.691308333333332,5BZBJ1623+2841 ,0.377,4.0,0.0,15.2,5BZCAT
4500,245.9927083333333,7.691808333333333,5BZQJ1623+0741 ,1.297,100.0,0.0,0.0,5BZCAT
4501,245.8772083333333,35.992558333333335,5BZQJ1623+3559 ,0.866,264.0,0.0,0.0,5BZCAT
4503,246.13720833333332,-6.830419444444445,5BZQJ1624-0649 ,3.307,932.0,0.0,0.0,5BZCAT
4504,245.91824999999997,45.75541944444444,5BZBJ1623+4545 ,0.0,65.0,0.0,0.0,5BZCAT
4505,246.08312499999997,35.645919444444445,5BZQJ1624+3538 ,1.773,28.0,0.0,0.0,5BZCAT
4506,246.09166666666664,39.41135833333333,5BZQJ1624+3924 ,1.116,253.0,0.0,0.0,5BZCAT
4507,246.44529166666666,-25.460638888888887,5BZUJ1625-2527 ,0.786,2521.0,5.29e-11,0.0,5BZCAT
4509,245.76874999999998,66.40030833333333,5BZQJ1623+6624 ,0.201,155.0,0.0,0.0,5BZCAT
4510,246.18070833333334,37.44510833333333,5BZGJ1624+3726 ,0.199,59.0,0.0,0.0,5BZCAT
4511,246.52504166666665,-29.8575,5BZUJ1626-2951 ,0.815,2286.0,4.23e-11,0.0,5BZCAT
4512,246.10329166666665,57.68785833333333,5BZQJ1624+5741 ,0.789,523.0,1.75e-12,0.0,5BZCAT
4513,246.13400000000001,56.87441944444444,5BZBJ1624+5652 ,0.0,259.0,2.45e-12,0.0,5BZCAT
4518,246.49020833333333,41.57791944444445,5BZQJ1625+4134 ,2.55,1678.0,5.47e-12,0.0,5BZCAT
4519,246.47204166666666,43.787169444444444,5BZQJ1625+4347 ,1.048,125.0,0.0,0.0,5BZCAT
4520,246.60770833333333,35.22818888888889,5BZBJ1626+3513 ,0.498,24.0,1.8e-12,16.0,5BZCAT
4522,246.804,31.83218888888889,5BZBJ1627+3149 ,0.0,7.0,1.91e-12,15.0,5BZCAT
4524,247.19420833333334,-14.26163888888889,5BZQJ1628-1415 ,1.025,364.0,0.0,0.0,5BZCAT
4528,247.1625833333333,25.465527777777776,5BZGJ1628+2527 ,0.22,72.0,0.0,16.7,5BZCAT
4530,247.2554583333333,40.13327777777778,5BZQJ1629+4007 ,0.272,9.0,0.0,0.0,5BZCAT
4531,247.67420833333333,7.019169444444445,5BZQJ1630+0701 ,0.736,100.0,0.0,0.0,5BZCAT
4536,248.744,-73.17618888888889,5BZQJ1634-7310 ,1.944,312.0,0.0,0.0,5BZCAT
4537,247.6797083333333,52.36068888888889,5BZBJ1630+5221 ,0.0,121.0,1.21e-11,15.3,5BZCAT
4539,247.85291666666663,42.283997222222226,5BZBJ1631+4217 ,0.467,7.0,0.0,16.5,5BZCAT
4540,247.818875,49.46093888888889,5BZQJ1631+4927 ,0.52,312.0,0.0,0.0,5BZCAT
4542,248.0605,17.980438888888887,5BZBJ1632+1758 ,0.287,23.0,0.0,0.0,5BZCAT
4545,247.88241666666664,50.47291944444444,5BZQJ1631+5028 ,2.348,88.0,0.0,0.0,5BZCAT
4546,248.24029166666668,-0.5558583333333333,5BZQJ1632-0033 ,3.424,219.0,0.0,0.0,5BZCAT
4548,248.33225,21.214558333333333,5BZUJ1633+2112 ,0.198,32.0,0.0,0.0,5BZCAT
4555,248.81449999999998,38.13455833333333,5BZQJ1635+3808 ,1.814,2726.0,1.65e-10,0.0,5BZCAT
4556,250.73891666666665,-81.14305833333333,5BZBJ1642-8108 ,0.0,192.0,0.0,0.0,5BZCAT
4560,249.24341666666663,-12.81013888888889,5BZBJ1636-1248 ,0.246,25.0,0.0,17.5,5BZCAT
4561,249.15904166666667,21.215419444444443,5BZQJ1636+2112 ,1.802,409.0,0.0,0.0,5BZCAT
4565,249.31970833333332,13.244108333333333,5BZBJ1637+1314 ,0.0,11.0,2.19e-12,15.8,5BZCAT
4566,249.10125,47.259969444444444,5BZQJ1636+4715 ,0.823,19.0,0.0,0.0,5BZCAT
4567,249.289625,43.433419444444446,5BZBJ1637+4326 ,0.344,49.0,0.0,15.3,5BZCAT
4569,249.58016666666666,-3.668058333333333,5BZQJ1638-0340 ,2.871,449.0,0.0,0.0,5BZCAT
4571,249.361,45.79691944444444,5BZGJ1637+4547 ,0.192,45.0,1.04e-12,15.4,5BZCAT
4573,249.438,47.29268888888889,5BZQJ1637+4717 ,0.735,1062.0,1.62e-11,0.0,5BZCAT
4574,249.556,57.34,5BZQJ1638+5720 ,0.751,1199.0,5.3e-12,0.0,5BZCAT
4577,248.13320833333333,82.53788888888889,5BZUJ1632+8232 ,0.025,801.0,1.26e-11,0.0,5BZCAT
4579,249.9832083333333,47.089888888888886,5BZQJ1639+4705 ,0.86,227.0,0.0,0.0,5BZCAT
4580,249.916,53.963058333333336,5BZQJ1639+5357 ,1.977,322.0,0.0,0.0,5BZCAT
4582,250.12345833333333,39.77943888888889,5BZQJ1640+3946 ,1.66,976.0,3.07e-11,0.0,5BZCAT
4583,249.50683333333333,73.43768888888889,5BZBJ1638+7326 ,0.0,5.0,1.2e-12,16.0,5BZCAT
4584,250.3550833333333,22.951108333333334,5BZQJ1641+2257 ,2.063,304.0,0.0,0.0,5BZCAT
4585,250.50899999999996,-6.356558333333333,5BZBJ1642-0621 ,0.0,1220.0,1.27e-11,0.0,5BZCAT
4586,250.58458333333334,22.19538888888889,5BZBJ1642+2211 ,0.592,15.0,1.63e-12,16.5,5BZCAT
4588,250.66829166666668,25.38543888888889,5BZQJ1642+2523 ,1.725,498.0,0.0,0.0,5BZCAT
4589,250.8704583333333,-6.772138888888889,5BZGJ1643-0646 ,0.082,29.0,4.71e-12,15.3,5BZCAT
4592,250.7543333333333,32.351108333333336,5BZBJ1643+3221 ,0.0,24.0,2.52e-12,0.0,5BZCAT
4593,250.83024999999998,21.518308333333334,5BZGJ1643+2131 ,0.154,8.0,0.0,16.0,5BZCAT
4594,250.745,39.81027777777778,5BZQJ1642+3948 ,0.593,7099.0,2.78e-11,0.0,5BZCAT
4595,251.14895833333333,-18.075688888888887,5BZQJ1644-1804 ,1.007,284.0,0.0,0.0,5BZCAT
4599,250.53270833333332,68.9443888888889,5BZQJ1642+6856 ,0.751,1720.0,0.0,0.0,5BZCAT
4600,251.17720833333334,26.320308333333333,5BZQJ1644+2619 ,0.144,128.0,4.52e-12,0.0,5BZCAT
4602,251.08320833333332,45.779,5BZGJ1644+4546 ,0.225,183.0,1.42e-12,16.3,5BZCAT
4607,251.73683333333332,40.98810833333334,5BZQJ1646+4059 ,0.835,261.0,0.0,0.0,5BZCAT
4609,251.862,29.163808333333332,5BZGJ1647+2909 ,0.132,390.0,2.25e-12,0.0,5BZCAT
4610,251.4939583333333,63.50302777777778,5BZQJ1645+6330 ,2.379,218.0,5.59e-12,0.0,5BZCAT
4613,251.89541666666668,49.8335,5BZUJ1647+4950 ,0.047,177.0,1.49e-11,0.0,5BZCAT
4614,252.56924999999998,-50.74668888888889,5BZUJ1650-5044 ,0.0,0.0,3.98e-11,0.0,5BZCAT
4616,252.12191666666666,41.06818888888889,5BZQJ1648+4104 ,0.852,243.0,0.0,0.0,5BZCAT
4620,252.65645833333332,8.4145,5BZQJ1650+0824 ,1.965,160.0,6.82e-12,0.0,5BZCAT
4621,252.35408333333334,52.587497222222225,5BZBJ1649+5235 ,0.0,50.0,1.17e-11,0.0,5BZCAT
4623,252.52275,41.675669444444445,5BZQJ1650+4140 ,0.585,232.0,0.0,0.0,5BZCAT
4624,252.7652083333333,1.4898583333333333,5BZBJ1651+0129 ,0.0,714.0,0.0,0.0,5BZCAT
4626,252.78824999999998,42.21482777777778,5BZBJ1651+4212 ,0.269,14.0,0.0,0.0,5BZCAT
4627,252.90633333333335,40.038608333333336,5BZQJ1651+4002 ,2.343,43.0,0.0,0.0,5BZCAT
4628,253.20179166666665,36.53680833333333,5BZBJ1652+3632 ,0.648,58.0,0.0,0.0,5BZCAT
4629,253.08795833333332,49.548027777777776,5BZUJ1652+4932 ,0.0,28.0,0.0,17.1,5BZCAT
4630,253.20799999999997,40.38605833333333,5BZBJ1652+4023 ,0.0,19.0,2.44e-12,15.4,5BZCAT
4631,253.24375,39.04716944444444,5BZQJ1652+3902 ,1.299,262.0,0.0,0.0,5BZCAT
4632,253.00625,62.53585833333333,5BZQJ1652+6232 ,1.633,44.0,0.0,0.0,5BZCAT
4633,253.3745833333333,31.13243888888889,5BZQJ1653+3107 ,1.298,190.0,0.0,0.0,5BZCAT
4634,253.46754166666665,39.76016944444444,5BZBJ1653+3945 ,0.033,1558.0,1.45e-10,17.9,5BZCAT
4637,252.9164583333333,72.30691944444445,5BZBJ1651+7218 ,0.0,20.0,3.23e-12,16.5,5BZCAT
4639,254.07020833333334,-33.03641944444445,5BZQJ1656-3302 ,2.4,411.0,1.9e-11,0.0,5BZCAT
4642,253.92841666666666,32.73893888888889,5BZBJ1655+3244 ,0.0,38.0,0.0,0.0,5BZCAT
4644,253.96754166666665,37.38941944444444,5BZBJ1655+3723 ,0.0,76.0,0.0,0.0,5BZCAT
4646,254.23374999999996,-2.11375,5BZUJ1656-0206 ,2.0,744.0,0.0,0.0,5BZCAT
4647,254.142,18.440669444444445,5BZQJ1656+1826 ,2.551,238.0,0.0,0.0,5BZCAT
4649,254.165,53.36355833333333,5BZQJ1656+5321 ,1.553,94.0,0.0,0.0,5BZCAT
4650,254.5375,7.690938888888889,5BZQJ1658+0741 ,0.621,1413.0,0.0,0.0,5BZCAT
4651,254.68354166666666,-7.654919444444444,5BZQJ1658-0739 ,3.742,829.0,0.0,0.0,5BZCAT
4652,254.63929166666668,5.254558333333334,5BZQJ1658+0515 ,0.879,1534.0,0.0,0.0,5BZCAT
4653,254.20099999999996,60.20455833333333,5BZQJ1656+6012 ,0.623,292.0,3.55e-12,0.0,5BZCAT
4654,254.50591666666665,34.724558333333334,5BZQJ1658+3443 ,1.939,449.0,0.0,0.0,5BZCAT
4655,254.51083333333335,36.08443888888889,5BZQJ1658+3605 ,2.116,73.0,0.0,0.0,5BZCAT
4656,254.44525,48.14252777777778,5BZUJ1657+4808 ,1.669,1036.0,1.85e-11,0.0,5BZCAT
4657,254.33625,57.098169444444444,5BZQJ1657+5705 ,1.281,940.0,0.0,0.0,5BZCAT
4659,254.51149999999998,47.63030833333333,5BZQJ1658+4737 ,1.61,859.0,0.0,0.0,5BZCAT
4660,254.9375,2.2186083333333335,5BZQJ1659+0213 ,2.039,361.0,0.0,0.0,5BZCAT
4662,254.5347083333333,61.833888888888886,5BZBJ1658+6150 ,0.374,38.0,1.94e-12,0.0,5BZCAT
4663,254.49566666666666,64.61155833333333,5BZBJ1657+6436 ,0.449,5.0,0.0,0.0,5BZCAT
4664,254.883,37.591388888888886,5BZQJ1659+3735 ,0.771,19.0,0.0,0.0,5BZCAT
4666,255.90225000000004,-62.211108333333335,5BZQJ1703-6212 ,1.747,731.0,3.25e-11,0.0,5BZCAT
4668,255.30154166666668,35.56485833333333,5BZQJ1701+3533 ,0.501,71.0,0.0,0.0,5BZCAT
4670,255.287,39.91166944444444,5BZBJ1701+3954 ,0.0,6.0,2.97e-12,0.0,5BZCAT
4671,255.3525416666667,39.91030833333333,5BZBJ1701+3954 ,0.507,190.0,2.97e-12,0.0,5BZCAT
4674,255.54016666666666,26.720747222222222,5BZBJ1702+2643 ,0.0,44.0,2.62e-12,0.0,5BZCAT
4675,255.03870833333332,68.50191944444444,5BZQJ1700+6830 ,0.301,338.0,3.12e-11,0.0,5BZCAT
4676,255.63595833333335,31.9645,5BZQJ1702+3157 ,1.95,35.0,0.0,0.0,5BZCAT
4677,255.66058333333334,31.262058333333332,5BZBJ1702+3115 ,0.0,6.0,4.06e-12,15.4,5BZCAT
4679,256.0312083333334,1.569,5BZQJ1704+0134 ,2.842,284.0,0.0,0.0,5BZCAT
4687,256.70025000000004,32.23963888888889,5BZUJ1706+3214 ,1.07,133.0,0.0,0.0,5BZCAT
4688,256.395,60.704388888888886,5BZBJ1705+6042 ,0.28,3.0,0.0,15.9,5BZCAT
4689,256.89341666666667,1.8126694444444444,5BZQJ1707+0148 ,2.565,464.0,0.0,0.0,5BZCAT
4690,256.88520833333337,11.366858333333333,5BZQJ1707+1122 ,2.406,109.0,0.0,0.0,5BZCAT
4692,256.940125,13.518108333333334,5BZQJ1707+1331 ,0.936,302.0,0.0,0.0,5BZCAT
4693,256.19570833333336,71.63818888888889,5BZBJ1704+7138 ,0.0,35.0,2.29e-12,0.0,5BZCAT
4694,256.824,45.602919444444446,5BZQJ1707+4536 ,0.645,795.0,0.0,0.0,5BZCAT
4696,257.18600000000004,0.5859388888888889,5BZQJ1708+0035 ,0.449,697.0,0.0,0.0,5BZCAT
4700,257.57170833333333,-3.9305583333333334,5BZQJ1710-0355 ,1.923,441.0,0.0,0.0,5BZCAT
4702,257.4211666666667,43.312358333333336,5BZQJ1709+4318 ,1.027,143.0,3.01e-11,0.0,5BZCAT
4709,258.2029166666667,29.521527777777777,5BZBJ1712+2931 ,0.421,16.0,3.46e-12,15.3,5BZCAT
4711,258.3964166666667,49.27568888888889,5BZQJ1713+4916 ,1.552,202.0,0.0,0.0,5BZCAT
4715,258.68975,30.607777777777777,5BZBJ1714+3036 ,0.0,2.0,0.0,0.0,5BZCAT
4716,258.7556666666667,29.48675,5BZBJ1715+2929 ,0.0,24.0,0.0,0.0,5BZCAT
4717,258.7848333333334,36.330577777777776,5BZQJ1715+3619 ,0.555,91.0,0.0,0.0,5BZCAT
4719,258.6141666666667,56.03218888888889,5BZBJ1714+5601 ,0.401,6.0,0.0,16.6,5BZCAT
4720,259.39437499999997,-51.925558333333335,5BZQJ1717-5155 ,1.158,0.0,1.11e-11,0.0,5BZCAT
4721,259.11033333333336,-4.869938888888889,5BZQJ1716-0452 ,1.026,510.0,0.0,0.0,5BZCAT
4722,259.04658333333333,21.870438888888888,5BZQJ1716+2152 ,0.358,685.0,1.79e-12,0.0,5BZCAT
4723,259.4000416666667,-33.70243888888889,5BZBJ1717-3342 ,0.0,624.0,3.41e-11,0.0,5BZCAT
4724,258.84575,57.41116944444445,5BZGJ1715+5724 ,0.027,57.0,0.0,0.0,5BZCAT
4729,259.2786666666667,29.52252777777778,5BZGJ1717+2931 ,0.276,3.0,0.0,0.0,5BZCAT
4730,258.89979166666666,63.39335833333333,5BZQJ1715+6323 ,2.182,36.0,0.0,0.0,5BZCAT
4731,259.3131666666667,26.363558333333334,5BZQJ1717+2621 ,1.934,84.0,0.0,0.0,5BZCAT
4732,259.33,42.45,5BZGJ1717+4227 ,0.183,134.0,0.0,0.0,5BZCAT
4734,259.058,68.61074722222222,5BZQJ1716+6836 ,0.777,489.0,7.39e-12,0.0,5BZCAT
4735,259.56325000000004,42.472,5BZGJ1718+4228 ,0.18,108.0,0.0,0.0,5BZCAT
4737,259.8042916666667,17.75177777777778,5BZBJ1719+1745 ,0.0,543.0,2.2e-11,0.0,5BZCAT
4739,259.96750000000003,8.284308333333334,5BZQJ1719+0817 ,1.185,313.0,0.0,0.0,5BZCAT
4740,259.8102083333333,48.98041944444444,5BZGJ1719+4858 ,0.024,145.0,0.0,0.0,5BZCAT
4741,259.75975,55.40177777777778,5BZBJ1719+5524 ,0.626,2.0,0.0,17.5,5BZCAT
4743,259.90908333333334,48.07,5BZQJ1719+4804 ,1.084,63.0,0.0,0.0,5BZCAT
4746,260.28950000000003,35.70443888888889,5BZQJ1721+3542 ,0.283,819.0,0.0,0.0,5BZCAT
4749,260.68570833333337,10.226608333333333,5BZQJ1722+1013 ,0.732,540.0,1.37e-11,0.0,5BZCAT
4750,260.3190416666667,60.068419444444444,5BZBJ1721+6004 ,0.531,3.0,0.0,0.0,5BZCAT
4751,260.675625,28.250027777777778,5BZQJ1722+2815 ,0.945,238.0,0.0,0.0,5BZCAT
4752,259.92075,74.71666944444445,5BZBJ1719+7443 ,0.0,4.0,0.0,0.0,5BZCAT
4753,260.653,58.939527777777776,5BZQJ1722+5856 ,1.979,228.0,0.0,0.0,5BZCAT
4754,260.7416666666667,56.189527777777776,5BZQJ1722+5611 ,2.269,200.0,0.0,0.0,5BZCAT
4755,260.66683333333333,61.099919444444446,5BZQJ1722+6105 ,2.058,154.0,5.92e-12,0.0,5BZCAT
4757,261.05916666666667,33.05105833333333,5BZQJ1724+3303 ,0.548,414.0,1.55e-12,0.0,5BZCAT
4758,261.0225416666667,40.07680833333333,5BZQJ1724+4004 ,1.049,568.0,1.09e-11,0.0,5BZCAT
4759,261.2680833333333,11.870888888888889,5BZBJ1725+1152 ,0.0,120.0,3.92e-11,15.7,5BZCAT
4760,260.8089166666667,65.79610833333334,5BZQJ1723+6547 ,1.442,239.0,0.0,0.0,5BZCAT
4761,261.64625,32.223058333333334,5BZQJ1726+3213 ,1.09,126.0,0.0,0.0,5BZCAT
4762,261.3957916666667,58.86105833333333,5BZBJ1725+5851 ,0.0,76.0,6.24e-12,0.0,5BZCAT
4765,263.4195416666667,-79.59880833333334,5BZQJ1733-7935 ,0.876,354.0,0.0,0.0,5BZCAT
4766,262.02929166666667,12.260938888888889,5BZQJ1728+1215 ,0.583,346.0,1.33e-11,0.0,5BZCAT
4767,262.10395833333337,4.451358333333333,5BZQJ1728+0427 ,0.293,682.0,7.61e-12,0.0,5BZCAT
4768,261.6682916666667,59.93035833333333,5BZBJ1726+5955 ,0.0,13.0,0.0,0.0,5BZCAT
4769,261.8651666666667,45.51102777777778,5BZQJ1727+4530 ,0.717,914.0,2.59e-11,0.0,5BZCAT
4771,263.047625,-72.0111388888889,5BZQJ1732-7200 ,0.62,230.0,0.0,0.0,5BZCAT
4772,261.84775,55.18152777777778,5BZGJ1727+5510 ,0.247,144.0,0.0,0.0,5BZCAT
4773,262.0775416666667,50.21957777777778,5BZBJ1728+5013 ,0.055,201.0,2.21e-11,17.0,5BZCAT
4774,262.2464166666667,38.64066944444444,5BZQJ1728+3838 ,1.386,241.0,0.0,0.0,5BZCAT
4775,262.6457916666667,0.41074722222222226,5BZQJ1730+0024 ,1.335,214.0,1.18e-11,0.0,5BZCAT
4776,262.3280833333333,52.93313888888889,5BZBJ1729+5255 ,0.349,16.0,0.0,16.1,5BZCAT
4777,263.1177083333333,-55.89760833333333,5BZQJ1732-5553 ,2.154,172.0,0.0,0.0,5BZCAT
4778,262.9452083333333,-30.05243888888889,5BZUJ1731-3003 ,0.0,91.0,1.46e-11,0.0,5BZCAT
4780,262.696,37.248669444444445,5BZGJ1730+3714 ,0.204,102.0,4.69e-12,0.0,5BZCAT
4783,263.26125,-13.080419444444445,5BZQJ1733-1304 ,0.902,5990.0,6.6e-11,0.0,5BZCAT
4785,263.37008333333335,45.33080833333333,5BZGJ1733+4519 ,0.317,34.0,0.0,16.4,5BZCAT
4786,263.74320833333337,9.449527777777778,5BZUJ1734+0926 ,0.735,1088.0,0.0,0.0,5BZCAT
4789,263.58575,38.96427777777778,5BZQJ1734+3857 ,0.976,796.0,2.02e-11,0.0,5BZCAT
4791,264.021875,20.55027777777778,5BZBJ1736+2033 ,0.0,25.0,5.9e-12,16.8,5BZCAT
4792,264.119,6.529858333333333,5BZQJ1736+0631 ,2.387,49.0,7.75e-12,0.0,5BZCAT
4793,263.950375,36.27930833333333,5BZQJ1735+3616 ,0.803,336.0,0.0,0.0,5BZCAT
4794,263.795,56.83963888888889,5BZBJ1735+5650 ,0.388,47.0,0.0,0.0,5BZCAT
4795,264.6616666666667,-53.56943888888889,5BZQJ1738-5334 ,1.721,166.0,0.0,0.0,5BZCAT
4796,264.30716666666666,6.350997222222222,5BZQJ1737+0621 ,1.207,886.0,0.0,0.0,5BZCAT
4798,264.3297083333334,57.03788888888889,5BZBJ1737+5702 ,0.0,12.0,0.0,0.0,5BZCAT
4800,264.66870833333337,32.4025,5BZQJ1738+3224 ,0.126,161.0,0.0,0.0,5BZCAT
4802,264.89729166666666,33.968919444444445,5BZQJ1739+3358 ,1.625,167.0,0.0,0.0,5BZCAT
4803,264.8640416666667,49.917608333333334,5BZQJ1739+4955 ,1.545,531.0,1.11e-11,0.0,5BZCAT
4804,264.988,47.632888888888886,5BZBJ1739+4737 ,0.0,759.0,3.35e-12,0.0,5BZCAT
4805,265.0264583333334,45.113997222222224,5BZQJ1740+4506 ,2.788,271.0,0.0,0.0,5BZCAT
4808,265.20391666666666,43.804497222222224,5BZQJ1740+4348 ,2.246,111.0,0.0,0.0,5BZCAT
4809,265.15400000000005,52.195388888888886,5BZQJ1740+5211 ,1.381,807.0,2.31e-11,0.0,5BZCAT
4814,265.99525,-3.8346083333333336,5BZQJ1743-0350 ,1.057,1411.0,5.42e-12,0.0,5BZCAT
4815,266.08704166666666,-5.311308333333333,5BZBJ1744-0518 ,0.31,197.0,0.0,0.0,5BZCAT
4816,265.99095833333337,19.585808333333333,5BZGJ1743+1935 ,0.084,301.0,9.44e-12,17.8,5BZCAT
4817,265.63325000000003,59.75188888888889,5BZBJ1742+5945 ,0.0,106.0,4.85e-12,0.0,5BZCAT
4819,265.9485,37.79827777777778,5BZQJ1743+3747 ,1.958,212.0,0.0,0.0,5BZCAT
4822,265.3453333333333,72.41441944444445,5BZBJ1741+7224 ,0.22,88.0,1.32e-12,0.0,5BZCAT
4824,266.3629166666667,-7.884419444444444,5BZBJ1745-0753 ,0.0,1182.0,1.68e-11,0.0,5BZCAT
4825,266.26941666666664,22.880027777777777,5BZQJ1745+2252 ,1.884,193.0,0.0,0.0,5BZCAT
4828,266.3966666666667,17.33368888888889,5BZQJ1745+1720 ,1.702,1062.0,0.0,0.0,5BZCAT
4830,266.40654166666667,39.858608333333336,5BZGJ1745+3951 ,0.267,636.0,1.85e-12,16.2,5BZCAT
4832,267.35704166666665,-62.971919444444445,5BZQJ1749-6258 ,1.215,263.0,0.0,0.0,5BZCAT
4833,266.6347916666667,50.46963888888889,5BZBJ1746+5028 ,0.0,3.0,0.0,16.5,5BZCAT
4834,266.9585416666667,23.41075,5BZQJ1747+2324 ,2.203,121.0,0.0,0.0,5BZCAT
4835,266.76075000000003,49.63305833333333,5BZBJ1747+4937 ,0.46,7.0,1.45e-12,17.7,5BZCAT
4837,266.86100000000005,46.980808333333336,5BZBJ1747+4658 ,0.0,305.0,2.43e-12,0.0,5BZCAT
4839,267.0242083333334,34.067,5BZQJ1748+3404 ,2.763,190.0,5.66e-12,0.0,5BZCAT
4840,267.2515,43.364247222222225,5BZBJ1749+4321 ,0.0,279.0,1.17e-11,0.0,5BZCAT
4842,267.5207916666667,47.012027777777774,5BZGJ1750+4700 ,0.16,99.0,0.0,0.0,5BZCAT
4843,267.1367916666667,70.09741944444444,5BZBJ1748+7005 ,0.77,735.0,4.7e-11,0.0,5BZCAT
4844,267.88675,9.650169444444444,5BZBJ1751+0939 ,0.322,623.0,4.53e-11,0.0,5BZCAT
4847,268.67495833333334,-64.39605833333333,5BZBJ1754-6423 ,0.0,185.0,5.33e-12,0.0,5BZCAT
4849,268.19166666666666,17.572308333333332,5BZQJ1752+1734 ,0.505,341.0,0.0,0.0,5BZCAT
4851,268.42695833333335,28.801358333333333,5BZQJ1753+2848 ,1.118,414.0,2.19e-12,0.0,5BZCAT
4853,268.34433333333334,44.16268888888889,5BZQJ1753+4409 ,0.871,766.0,0.0,0.0,5BZCAT
4854,268.54920833333335,32.20641944444444,5BZBJ1754+3212 ,0.0,64.0,2.34e-11,0.0,5BZCAT
4858,269.14050000000003,15.8955,5BZQJ1756+1553 ,0.547,567.0,9.87e-13,0.0,5BZCAT
4861,269.0150416666667,57.81330833333333,5BZQJ1756+5748 ,2.11,742.0,0.0,0.0,5BZCAT
4862,269.0661666666667,55.37166944444444,5BZBJ1756+5522 ,0.0,16.0,5.06e-12,16.9,5BZCAT
4863,268.9517916666667,62.61225,5BZGJ1755+6236 ,0.027,288.0,0.0,0.0,5BZCAT
4865,269.36775,55.38668888888889,5BZGJ1757+5523 ,0.065,79.0,0.0,0.0,5BZCAT
4866,269.7515,23.729688888888887,5BZQJ1759+2343 ,1.721,738.0,0.0,0.0,5BZCAT
4870,269.30508333333336,70.5603888888889,5BZBJ1757+7033 ,0.407,10.0,1.79e-12,17.3,5BZCAT
4872,270.541,-49.419777777777774,5BZQJ1802-4925 ,2.286,664.0,0.0,0.0,5BZCAT
4874,270.84791666666666,-65.12685833333333,5BZQJ1803-6507 ,1.198,636.0,3.73e-12,0.0,5BZCAT
4875,270.1032083333333,38.808527777777776,5BZQJ1800+3848 ,2.092,326.0,0.0,0.0,5BZCAT
4876,270.67775,-39.66885833333333,5BZQJ1802-3940 ,1.319,2273.0,5.6e-11,0.0,5BZCAT
4878,270.10474999999997,61.43705833333333,5BZBJ1800+6126 ,0.0,23.0,0.0,0.0,5BZCAT
4879,270.38462499999997,44.07274722222222,5BZQJ1801+4404 ,0.663,727.0,1.96e-11,0.0,5BZCAT
4880,269.9541666666667,70.62255833333333,5BZBJ1759+7037 ,0.0,10.0,1.86e-12,15.5,5BZCAT
4881,270.8901666666667,9.573858333333334,5BZQJ1803+0934 ,0.683,161.0,0.0,0.0,5BZCAT
