id,RA,DEC,Source name,Redshift,Radio flux d.,Fermi flux,Log nu_peak,Original catalog
1577,95.78199999999998,-64.60575,5BZQJ0623-6436 ,0.129,274.0,2.94e-12,0.0,5BZCAT
1580,96.4675,-54.6475,5BZQJ0625-5438 ,2.051,281.0,4.13e-12,0.0,5BZCAT
1584,97.349,-19.988808333333335,5BZBJ0629-1959 ,0.0,677.0,2.18e-11,0.0,5BZCAT
1585,97.89466666666667,53.191,5BZQJ0631+5311 ,2.204,757.0,0.0,0.0,5BZCAT
1588,97.2395,-62.812419444444444,5BZBJ0628-6248 ,0.0,528.0,6.7e-12,0.0,5BZCAT
1590,97.72454166666667,-13.392919444444445,5BZQJ0630-1323 ,1.021,410.0,0.0,0.0,5BZCAT
1591,97.74795833333332,-24.112808333333334,5BZBJ0630-2406 ,0.0,105.0,4.18e-11,15.1,5BZCAT
1592,97.83425000000001,-14.175497222222223,5BZQJ0631-1410 ,1.017,467.0,0.0,0.0,5BZCAT
1593,98.12820833333333,32.01488888888889,5BZQJ0632+3200 ,1.831,46.0,0.0,0.0,5BZCAT
1595,97.79995833333334,-41.90743888888889,5BZQJ0631-4154 ,1.416,685.0,0.0,0.0,5BZCAT
1596,98.027125,-26.23688888888889,5BZQJ0632-2614 ,0.717,432.0,0.0,0.0,5BZCAT
1598,98.00479166666666,-54.08263888888889,5BZQJ0632-5404 ,0.193,171.0,0.0,0.0,5BZCAT
1600,98.3615,-22.38963888888889,5BZQJ0633-2223 ,1.508,358.0,4.85e-12,0.0,5BZCAT
1602,99.84145833333332,73.41610833333333,5BZQJ0639+7324 ,1.85,903.0,5.62e-12,0.0,5BZCAT
1603,98.83708333333334,-26.344419444444444,5BZBJ0635-2620 ,0.0,0.0,0.0,0.0,5BZCAT
1604,99.00245833333332,-21.220027777777776,5BZQJ0636-2113 ,1.883,201.0,0.0,0.0,5BZCAT
1610,100.51774999999999,67.97652777777778,5BZQJ0642+6758 ,3.18,192.0,0.0,0.0,5BZCAT
1611,98.94375,-75.27130833333334,5BZQJ0635-7516 ,0.653,5283.0,1.31e-11,0.0,5BZCAT
1612,99.83704166666668,-33.766688888888886,5BZBJ0639-3346 ,0.0,264.0,0.0,0.0,5BZCAT
1616,100.86149999999999,42.23855833333333,5BZGJ0643+4214 ,0.089,98.0,0.0,17.2,5BZCAT
1618,101.2565,60.4125,5BZUJ0645+6024 ,0.832,561.0,0.0,0.0,5BZCAT
1620,101.22375000000001,39.24652777777778,5BZQJ0644+3914 ,1.266,443.0,0.0,0.0,5BZCAT
1621,100.69575,-61.835747222222224,5BZQJ0642-6150 ,1.223,247.0,0.0,0.0,5BZCAT
1623,101.10524999999998,-34.99493888888889,5BZQJ0644-3459 ,2.165,718.0,0.0,0.0,5BZCAT
1626,101.63345833333334,44.85460833333333,5BZQJ0646+4451 ,3.396,452.0,0.0,0.0,5BZCAT
1629,101.62879166666666,-39.060858333333336,5BZQJ0646-3903 ,0.681,290.0,0.0,0.0,5BZCAT
1630,105.63625,85.83118888888889,5BZQJ0702+8549 ,1.059,246.0,0.0,0.0,5BZCAT
1634,102.1985,15.273558333333334,5BZBJ0648+1516 ,0.179,64.0,1.84e-11,16.6,5BZCAT
1636,102.63020833333333,60.02902777777778,5BZQJ0650+6001 ,0.455,472.0,0.0,0.0,5BZCAT
1637,102.11870833333334,-17.73485833333333,5BZQJ0648-1744 ,1.232,1046.0,1.62e-11,0.0,5BZCAT
1638,102.05875,-30.738808333333335,5BZQJ0648-3044 ,1.153,898.0,1.39e-11,0.0,5BZCAT
1640,102.70054166666667,56.276247222222224,5BZQJ0650+5616 ,1.427,198.0,0.0,0.0,5BZCAT
1641,102.05591666666668,-43.78766944444445,5BZQJ0648-4347 ,1.029,265.0,0.0,0.0,5BZCAT
1646,102.693625,25.04988888888889,5BZBJ0650+2502 ,0.203,96.0,3.84e-11,16.7,5BZCAT
1648,102.36920833333332,-59.341277777777776,5BZQJ0649-5920 ,2.272,21.0,0.0,0.0,5BZCAT
1651,103.592,50.70663888888889,5BZQJ0654+5042 ,1.253,198.0,1.31e-11,0.0,5BZCAT
1652,103.49279166666666,37.09460833333333,5BZQJ0653+3705 ,1.982,799.0,0.0,0.0,5BZCAT
1655,103.59875,45.23985833333333,5BZQJ0654+4514 ,0.928,382.0,1.75e-11,0.0,5BZCAT
1656,103.68129166666668,42.799638888888886,5BZGJ0654+4247 ,0.126,202.0,3.31e-12,0.0,5BZCAT
1659,104.04441666666666,42.617419444444444,5BZGJ0656+4237 ,0.059,932.0,2.37e-12,15.8,5BZCAT
1662,104.04624999999999,-3.385188888888889,5BZQJ0656-0323 ,0.634,402.0,3.24e-11,0.0,5BZCAT
1664,104.27366666666667,24.398688888888888,5BZQJ0657+2423 ,1.925,325.0,0.0,0.0,5BZCAT
1665,104.09445833333334,-24.055419444444443,5BZBJ0656-2403 ,0.371,104.0,1.89e-12,0.0,5BZCAT
1672,104.557375,-58.674308333333336,5BZUJ0658-5840 ,0.421,436.0,2.12e-12,0.0,5BZCAT
1673,104.95775,-27.75518888888889,5BZQJ0659-2745 ,1.727,541.0,3.77e-12,0.0,5BZCAT
1676,106.71375,77.69360833333333,5BZBJ0706+7741 ,0.0,38.0,1.08e-11,0.0,5BZCAT
1679,105.39395833333333,-46.57680833333333,5BZQJ0701-4634 ,0.822,459.0,1.48e-11,0.0,5BZCAT
1680,105.13016666666667,-66.17918888888889,5BZBJ0700-6610 ,0.0,288.0,4.31e-11,0.0,5BZCAT
1681,105.67870833333333,-19.856108333333335,5BZBJ0702-1951 ,0.0,527.0,2.31e-11,0.0,5BZCAT
1686,106.7525,61.16988888888889,5BZBJ0707+6110 ,0.0,425.0,4.04e-12,0.0,5BZCAT
1687,106.632,37.74341944444444,5BZBJ0706+3744 ,0.0,27.0,1.34e-11,15.4,5BZCAT
1692,107.39245833333334,50.18225,5BZGJ0709+5010 ,0.02,121.0,0.0,0.0,5BZCAT
1693,107.24279166666666,22.69318888888889,5BZBJ0708+2241 ,0.0,41.0,1.14e-11,15.3,5BZCAT
1694,107.62520833333335,59.13891944444445,5BZBJ0710+5908 ,0.125,91.0,6.95e-12,18.1,5BZCAT
1696,107.69204166666667,47.53641944444445,5BZBJ0710+4732 ,1.292,1019.0,5.07e-12,0.0,5BZCAT
1697,107.68470833333333,42.34860833333333,5BZQJ0710+4220 ,1.163,335.0,0.0,0.0,5BZCAT
1698,107.43770833333333,-2.9215277777777775,5BZUJ0709-0255 ,0.0,153.0,3.04e-11,0.0,5BZCAT
1700,108.07875000000001,57.329997222222225,5BZBJ0712+5719 ,0.095,8.0,1.94e-12,17.6,5BZCAT
1701,108.18195833333333,50.556308333333334,5BZBJ0712+5033 ,0.0,189.0,1.25e-11,0.0,5BZCAT
1706,108.40899999999999,43.82138888888889,5BZUJ0713+4349 ,0.518,2012.0,0.0,0.0,5BZCAT
1708,108.48195833333334,19.583419444444445,5BZQJ0713+1935 ,0.54,219.0,1.83e-11,0.0,5BZCAT
1709,108.60341666666667,35.577688888888886,5BZQJ0714+3534 ,1.62,1467.0,0.0,0.0,5BZCAT
1713,109.46600000000001,45.63425,5BZQJ0717+4538 ,0.94,383.0,6.51e-12,0.0,5BZCAT
1719,109.83091666666667,33.11935833333333,5BZQJ0719+3307 ,0.779,226.0,3.76e-11,0.0,5BZCAT
1720,110.47270833333333,71.34341944444445,5BZBJ0721+7120 ,0.0,727.0,2.18e-10,0.0,5BZCAT
1722,109.68175000000001,-43.33043888888889,5BZBJ0718-4319 ,0.0,85.0,2.06e-11,0.0,5BZCAT
1724,109.76854166666666,-62.300669444444445,5BZQJ0719-6218 ,1.247,286.0,0.0,0.0,5BZCAT
1725,110.50516666666667,37.374608333333335,5BZQJ0722+3722 ,1.63,150.0,0.0,0.0,5BZCAT
1727,110.34954166666668,4.112277777777778,5BZQJ0721+0406 ,0.665,313.0,1.42e-11,0.0,5BZCAT
1728,110.80845833333333,58.688919444444444,5BZBJ0723+5841 ,0.0,16.0,7.28e-13,17.2,5BZCAT
1732,110.74858333333336,-7.526308333333334,5BZBJ0722-0731 ,0.0,84.0,4.97e-12,16.3,5BZCAT
1733,110.97845833333335,28.99163888888889,5BZQJ0723+2859 ,0.966,38.0,3.23e-12,0.0,5BZCAT
1735,111.17804166666667,26.358497222222223,5BZBJ0724+2621 ,0.0,4.0,0.0,0.0,5BZCAT
1736,111.072,-7.255669444444444,5BZQJ0724-0715 ,0.28,330.0,0.0,0.0,5BZCAT
1737,111.32000000000001,14.420438888888889,5BZQJ0725+1425 ,1.038,1067.0,4.84e-11,0.0,5BZCAT
1740,111.55941666666668,21.888919444444443,5BZQJ0726+2153 ,1.857,247.0,0.0,0.0,5BZCAT
1741,111.46100000000001,-0.9156694444444444,5BZUJ0725-0054 ,0.128,1399.0,1.15e-11,0.0,5BZCAT
1742,111.76291666666667,48.73613888888889,5BZUJ0727+4844 ,2.46,391.0,0.0,0.0,5BZCAT
1744,111.748,37.573058333333336,5BZBJ0726+3734 ,0.872,11.0,1.09e-12,15.7,5BZCAT
1745,111.65145833333334,6.611919444444444,5BZQJ0726+0636 ,1.95,119.0,0.0,0.0,5BZCAT
1749,112.20675000000001,57.02343888888889,5BZQJ0728+5701 ,0.426,484.0,2.36e-12,0.0,5BZCAT
1751,111.60925,-47.481497222222224,5BZQJ0726-4728 ,1.686,490.0,1.24e-11,0.0,5BZCAT
1753,112.09795833333335,-47.754688888888886,5BZQJ0728-4745 ,2.282,376.0,0.0,0.0,5BZCAT
1754,112.32425,-13.33393888888889,5BZUJ0729-1320 ,0.344,100.0,0.0,0.0,5BZCAT
1755,112.6085,33.12302777777778,5BZBJ0730+3307 ,0.112,9.0,4.02e-12,15.4,5BZCAT
1756,112.71391666666666,40.830688888888886,5BZQJ0730+4049 ,2.501,376.0,0.0,0.0,5BZCAT
1758,112.57954166666667,-11.686808333333333,5BZQJ0730-1141 ,1.589,2760.0,1.4e-10,0.0,5BZCAT
1760,112.89054166666668,24.86627777777778,5BZQJ0731+2451 ,1.089,318.0,0.0,0.0,5BZCAT
1761,112.65950000000001,-32.13893888888889,5BZUJ0730-3208 ,0.516,575.0,0.0,0.0,5BZCAT
1762,112.96966666666667,28.075858333333333,5BZBJ0731+2804 ,0.248,71.0,1.83e-12,16.5,5BZCAT
1764,110.91420833333335,-82.79474722222223,5BZBJ0723-8247 ,0.0,203.0,0.0,0.0,5BZCAT
1765,113.75975,71.25166944444445,5BZQJ0735+7115 ,0.795,163.0,0.0,0.0,5BZCAT
1768,113.23450000000001,25.810747222222222,5BZQJ0732+2548 ,1.443,482.0,0.0,0.0,5BZCAT
1769,113.46875000000001,50.369169444444445,5BZQJ0733+5022 ,0.72,770.0,5.05e-12,0.0,5BZCAT
1771,113.37308333333334,35.26188888888889,5BZBJ0733+3515 ,0.177,99.0,0.0,16.3,5BZCAT
1772,113.445,41.188858333333336,5BZBJ0733+4111 ,0.67,24.0,4.62e-12,0.0,5BZCAT
1776,113.48929166666666,4.937308333333333,5BZQJ0733+0456 ,3.01,219.0,5.87e-12,0.0,5BZCAT
1778,113.75958333333332,47.83566944444444,5BZQJ0735+4750 ,0.782,404.0,0.0,0.0,5BZCAT
1783,114.37529166666667,59.68418888888889,5BZGJ0737+5941 ,0.041,561.0,0.0,0.0,5BZCAT
1784,114.27325,32.275527777777775,5BZBJ0737+3216 ,0.0,12.0,0.0,0.0,5BZCAT
1785,114.24195833333334,26.080527777777778,5BZQJ0736+2604 ,0.997,261.0,0.0,0.0,5BZCAT
1786,114.25770833333334,28.779419444444443,5BZBJ0737+2846 ,0.272,16.0,0.0,15.7,5BZCAT
1787,114.33716666666668,35.294919444444446,5BZGJ0737+3517 ,0.21,26.0,0.0,0.0,5BZCAT
1788,114.53075000000001,17.705277777777777,5BZBJ0738+1742 ,0.424,2258.0,5.77e-11,0.0,5BZCAT
1791,114.82512500000001,1.6179194444444445,5BZQJ0739+0137 ,0.189,1964.0,6.12e-11,0.0,5BZCAT
1793,115.13975,28.879808333333333,5BZQJ0740+2852 ,0.711,63.0,0.0,0.0,5BZCAT
1794,115.22745833333335,32.43355833333333,5BZBJ0740+3226 ,0.0,15.0,7.55e-13,0.0,5BZCAT
1795,116.02229166666667,74.56616944444444,5BZBJ0744+7433 ,0.314,23.0,5.08e-12,16.5,5BZCAT
1796,115.27475000000001,32.09555833333334,5BZGJ0741+3205 ,0.179,77.0,2.28e-12,0.0,5BZCAT
1797,115.29454166666667,31.200058333333335,5BZQJ0741+3112 ,0.631,2284.0,0.0,0.0,5BZCAT
1798,115.51145833333335,49.004308333333334,5BZQJ0742+4900 ,2.312,398.0,1.83e-12,0.0,5BZCAT
1799,115.37391666666667,25.958938888888888,5BZQJ0741+2557 ,2.754,29.0,0.0,0.0,5BZCAT
1800,115.66575000000002,54.74018888888889,5BZUJ0742+5444 ,0.723,281.0,2.72e-11,0.0,5BZCAT
1801,114.73541666666667,-67.59741944444444,5BZQJ0738-6735 ,1.663,517.0,0.0,0.0,5BZCAT
1802,115.65575000000001,39.74325,5BZQJ0742+3944 ,2.205,125.0,0.0,0.0,5BZCAT
1804,115.67575000000001,37.733919444444446,5BZUJ0742+3744 ,0.806,66.0,0.0,0.0,5BZCAT
1806,115.67875000000001,30.309997222222222,5BZBJ0742+3018 ,0.495,24.0,0.0,0.0,5BZCAT
1807,115.77125000000001,17.240108333333332,5BZBJ0743+1714 ,0.0,306.0,2.85e-12,0.0,5BZCAT
1808,115.4385,-47.15718888888889,5BZQJ0741-4709 ,0.765,396.0,5.27e-12,0.0,5BZCAT
1809,116.81079166666667,76.65477777777778,5BZBJ0747+7639 ,0.0,131.0,0.0,0.0,5BZCAT
1810,115.937375,23.477497222222222,5BZQJ0743+2328 ,0.776,336.0,0.0,0.0,5BZCAT
1813,116.21400000000001,29.33502777777778,5BZQJ0744+2920 ,1.18,338.0,0.0,0.0,5BZCAT
1814,116.27004166666667,33.21563888888889,5BZGJ0745+3312 ,0.22,222.0,0.0,0.0,5BZCAT
1817,115.83525,-56.325808333333335,5BZQJ0743-5619 ,2.319,638.0,4.01e-12,0.0,5BZCAT
1820,116.49716666666667,33.22613888888889,5BZQJ0745+3313 ,0.61,128.0,0.0,0.0,5BZCAT
1821,116.38775000000001,10.186858333333333,5BZQJ0745+1011 ,2.624,3506.0,0.0,0.0,5BZCAT
1824,116.4965,22.44743888888889,5BZBJ0745+2226 ,0.0,39.0,0.0,0.0,5BZCAT
1826,117.37320833333334,74.86241944444444,5BZBJ0749+7451 ,0.607,45.0,2.26e-12,16.1,5BZCAT
1827,117.34349999999999,74.34488888888889,5BZQJ0749+7420 ,1.629,509.0,0.0,0.0,5BZCAT
1829,116.47525,-0.7381694444444444,5BZQJ0745-0044 ,0.994,661.0,2.47e-12,0.0,5BZCAT
1830,115.88170833333334,-67.44038888888889,5BZQJ0743-6726 ,1.512,5638.0,0.0,0.0,5BZCAT
1831,116.60775000000001,25.81725,5BZQJ0746+2549 ,2.979,417.0,6.52e-12,0.0,5BZCAT
1836,116.57595833333335,-15.926308333333333,5BZBJ0746-1555 ,0.0,423.0,0.0,0.0,5BZCAT
1839,116.84250000000002,9.098138888888888,5BZUJ0747+0905 ,0.0,40.0,3.27e-12,17.2,5BZCAT
1844,117.277,45.17605833333333,5BZQJ0749+4510 ,0.192,147.0,0.0,0.0,5BZCAT
1845,117.15045833333333,24.006669444444444,5BZQJ0748+2400 ,0.409,958.0,8.08e-12,0.0,5BZCAT
1847,117.18116666666668,21.262527777777777,5BZGJ0748+2115 ,0.263,11.0,0.0,0.0,5BZCAT
1849,116.74250000000002,-56.30927777777778,5BZQJ0746-5618 ,1.14,56.0,0.0,0.0,5BZCAT
1851,117.30825,23.221308333333333,5BZGJ0749+2313 ,0.175,53.0,1.51e-12,15.5,5BZCAT
1853,117.58516666666667,48.24818888888889,5BZQJ0750+4814 ,1.957,716.0,0.0,0.0,5BZCAT
1856,116.77075,-67.74452777777778,5BZQJ0747-6744 ,1.025,28.0,0.0,0.0,5BZCAT
1857,117.05275,-52.975497222222224,5BZQJ0748-5258 ,1.802,180.0,0.0,0.0,5BZCAT
1858,117.50129166666667,18.3865,5BZQJ0750+1823 ,1.161,179.0,3.9e-12,0.0,5BZCAT
1859,117.63695833333334,10.357419444444444,5BZQJ0750+1021 ,1.117,153.0,0.0,0.0,5BZCAT
1860,117.78983333333333,29.22652777777778,5BZGJ0751+2913 ,0.194,10.0,0.0,15.8,5BZCAT
1861,117.71679166666668,12.518,5BZQJ0750+1231 ,0.889,1453.0,1.02e-11,0.0,5BZCAT
1862,117.93725,39.47152777777778,5BZBJ0751+3928 ,0.0,4.0,0.0,0.0,5BZCAT
1863,117.85445833333335,17.514169444444445,5BZGJ0751+1730 ,0.187,10.0,0.0,17.2,5BZCAT
1865,117.7925,-0.7808583333333334,5BZQJ0751-0046 ,2.101,218.0,0.0,0.0,5BZCAT
1866,117.97358333333334,33.22216944444445,5BZQJ0751+3313 ,1.938,567.0,3.3e-12,0.0,5BZCAT
1868,118.25570833333335,53.88318888888889,5BZBJ0753+5352 ,0.0,803.0,1.32e-11,0.0,5BZCAT
1869,118.17045833333334,37.506747222222224,5BZQJ0752+3730 ,0.44,114.0,0.0,0.0,5BZCAT
1873,118.3525,29.358858333333334,5BZGJ0753+2921 ,0.161,4.0,0.0,0.0,5BZCAT
1874,118.50275000000002,42.04668888888889,5BZGJ0754+4202 ,0.369,9.0,0.0,0.0,5BZCAT
1875,117.74804166666668,-67.43960833333334,5BZQJ0750-6726 ,1.237,63.0,0.0,0.0,5BZCAT
1876,118.64920833333333,45.77916944444444,5BZGJ0754+4546 ,0.456,57.0,0.0,0.0,5BZCAT
1877,118.69025,48.397419444444445,5BZBJ0754+4823 ,0.0,265.0,1.32e-11,0.0,5BZCAT
1878,118.65441666666668,39.179919444444444,5BZGJ0754+3910 ,0.096,58.0,0.0,0.0,5BZCAT
1880,118.70350000000002,30.565277777777776,5BZQJ0754+3033 ,0.796,48.0,0.0,0.0,5BZCAT
1881,118.84625000000001,37.43855833333333,5BZBJ0755+3726 ,0.606,2.0,0.0,17.2,5BZCAT
1882,118.61020833333335,-11.788027777777778,5BZBJ0754-1147 ,0.0,881.0,1.89e-11,0.0,5BZCAT
1883,119.011375,41.67768888888889,5BZBJ0756+4140 ,0.579,7.0,0.0,0.0,5BZCAT
1884,119.029375,38.566919444444444,5BZGJ0756+3834 ,0.216,65.0,0.0,0.0,5BZCAT
1885,119.277625,9.943027777777777,5BZBJ0757+0956 ,0.266,956.0,1.99e-11,0.0,5BZCAT
1887,119.21125,-15.701497222222223,5BZQJ0756-1542 ,1.42,834.0,0.0,0.0,5BZCAT
1890,120.01724999999999,62.17063888888889,5BZBJ0800+6210 ,0.0,5.0,0.0,15.8,5BZCAT
1891,119.69575,27.08763888888889,5BZGJ0758+2705 ,0.099,54.0,5.66e-12,0.0,5BZCAT
1894,120.25895833333334,64.74710833333333,5BZBJ0801+6444 ,0.2,12.0,2.35e-12,16.4,5BZCAT
1897,120.14999999999999,50.179,5BZQJ0800+5010 ,1.613,110.0,0.0,0.0,5BZCAT
1898,120.07824999999998,16.765808333333332,5BZBJ0800+1645 ,0.308,83.0,0.0,0.0,5BZCAT
1899,120.28445833333332,44.019527777777775,5BZBJ0801+4401 ,0.0,228.0,3.58e-12,0.0,5BZCAT
1902,120.31270833333333,13.611808333333332,5BZBJ0801+1336 ,1.042,17.0,0.0,0.0,5BZCAT
1903,121.36091666666667,75.57360833333334,5BZBJ0805+7534 ,0.121,52.0,1.44e-11,16.3,5BZCAT
1904,120.52,10.110527777777778,5BZBJ0802+1006 ,0.0,7.0,3.14e-12,15.5,5BZCAT
1906,120.84595833333333,48.27163888888889,5BZBJ0803+4816 ,0.503,12.0,0.0,15.7,5BZCAT
1908,120.70008333333331,18.163608333333332,5BZQJ0802+1809 ,1.586,503.0,0.0,0.0,5BZCAT
1911,120.78041666666665,24.630808333333334,5BZBJ0803+2437 ,0.0,24.0,0.0,0.0,5BZCAT
1913,121.32554166666667,61.74,5BZQJ0805+6144 ,3.033,828.0,7.77e-12,0.0,5BZCAT
1917,121.60799999999999,59.51863888888889,5BZBJ0806+5931 ,0.0,61.0,2.92e-12,15.3,5BZCAT
1918,121.14033333333332,-17.201169444444446,5BZUJ0804-1712 ,1.043,287.0,0.0,0.0,5BZCAT
1920,122.06820833333332,73.25338888888889,5BZQJ0808+7315 ,0.496,300.0,0.0,0.0,5BZCAT
1923,121.63945833333332,45.07566944444444,5BZQJ0806+4504 ,2.102,412.0,3e-12,0.0,5BZCAT
1924,121.75416666666666,51.29405833333333,5BZQJ0807+5117 ,1.136,214.0,0.0,0.0,5BZCAT
1925,121.56374999999998,13.505558333333333,5BZBJ0806+1330 ,0.504,14.0,0.0,0.0,5BZCAT
1928,122.06124999999999,47.87907777777778,5BZQJ0808+4752 ,0.545,50.0,0.0,0.0,5BZCAT
1929,121.78999999999999,-5.687169444444445,5BZBJ0807-0541 ,0.0,545.0,1.69e-11,0.0,5BZCAT
1930,122.16520833333334,49.843608333333336,5BZQJ0808+4950 ,1.432,1115.0,5.16e-12,0.0,5BZCAT
1932,122.23591666666665,40.87913888888889,5BZQJ0808+4052 ,1.418,584.0,3.39e-12,0.0,5BZCAT
1934,122.06470833333333,-7.85275,5BZQJ0808-0751 ,1.837,1595.0,7.07e-11,0.0,5BZCAT
1935,122.42379166666666,53.69027777777778,5BZQJ0809+5341 ,2.133,140.0,6.96e-12,0.0,5BZCAT
1937,122.45495833333334,52.31618888888889,5BZBJ0809+5218 ,0.138,182.0,4.45e-11,15.7,5BZCAT
1938,122.30579166666666,31.373058333333333,5BZGJ0809+3122 ,0.296,196.0,0.0,0.0,5BZCAT
1939,122.41204166666667,34.927058333333335,5BZGJ0809+3455 ,0.083,223.0,3.38e-12,16.6,5BZCAT
1940,122.54158333333334,38.799327777777776,5BZQJ0810+3847 ,3.946,32.0,0.0,0.0,5BZCAT
1941,122.75245833333332,57.236777777777775,5BZQJ0811+5714 ,0.611,453.0,0.0,0.0,5BZCAT
1942,122.72749999999999,49.18438888888889,5BZGJ0810+4911 ,0.115,11.0,0.0,0.0,5BZCAT
1943,122.74579166666665,41.5675,5BZQJ0810+4134 ,0.507,220.0,0.0,0.0,5BZCAT
1944,122.7865,45.56352777777778,5BZQJ0811+4533 ,1.017,81.0,0.0,0.0,5BZCAT
1946,122.74245833333332,28.771808333333333,5BZGJ0810+2846 ,0.272,42.0,0.0,0.0,5BZCAT
1947,122.905,48.52610833333333,5BZQJ0811+4831 ,0.703,159.0,0.0,0.0,5BZCAT
1948,123.17016666666666,65.15302777777778,5BZBJ0812+6509 ,0.0,31.0,2.57e-12,16.5,5BZCAT
1950,122.86125,1.7811694444444446,5BZBJ0811+0146 ,1.148,598.0,3.43e-11,0.0,5BZCAT
1951,123.21424999999999,55.906058333333334,5BZBJ0812+5554 ,0.383,27.0,2.08e-12,0.0,5BZCAT
1955,123.10837500000001,11.699608333333334,5BZBJ0812+1141 ,0.0,19.0,2.25e-12,0.0,5BZCAT
1957,123.26591666666666,25.703108333333333,5BZQJ0813+2542 ,2.024,423.0,0.0,0.0,5BZCAT
1958,123.66324999999999,64.52277777777778,5BZBJ0814+6431 ,0.0,88.0,1.97e-11,0.0,5BZCAT
1960,123.11879166666665,-18.178558333333335,5BZQJ0812-1810 ,2.973,488.0,0.0,0.0,5BZCAT
1962,123.538375,32.62555833333333,5BZQJ0814+3237 ,0.844,256.0,0.0,0.0,5BZCAT
1966,123.5885,29.672558333333335,5BZBJ0814+2940 ,0.0,28.0,1.98e-12,16.1,5BZCAT
1968,123.59020833333334,8.951777777777778,5BZGJ0814+0857 ,0.23,11.0,0.0,0.0,5BZCAT
1970,123.54870833333332,-10.202858333333333,5BZBJ0814-1012 ,0.0,36.0,1.18e-11,0.0,5BZCAT
1971,122.76345833333333,-75.50775,5BZBJ0811-7530 ,0.0,147.0,2.42e-11,0.0,5BZCAT
1972,123.85804166666667,36.58752777777778,5BZQJ0815+3635 ,1.028,995.0,1.62e-12,0.0,5BZCAT
1973,124.09458333333333,57.65255833333333,5BZBJ0816+5739 ,0.0,100.0,1.41e-11,0.0,5BZCAT
1974,124.17949999999999,62.14143888888889,5BZBJ0816+6208 ,0.0,85.0,0.0,0.0,5BZCAT
1976,124.03979166666666,49.16788888888889,5BZBJ0816+4910 ,0.0,49.0,2.23e-12,0.0,5BZCAT
1977,124.01745833333332,-7.599919444444445,5BZGJ0816-0735 ,0.04,43.0,0.0,0.0,5BZCAT
1980,124.20741666666666,20.851808333333334,5BZBJ0816+2051 ,0.0,39.0,3.53e-12,0.0,5BZCAT
1981,124.11329166666665,-13.197919444444445,5BZBJ0816-1311 ,0.0,70.0,2.06e-11,16.6,5BZCAT
1984,124.46245833333333,32.728,5BZBJ0817+3243 ,0.0,7.0,2.63e-12,15.1,5BZCAT
1986,124.56666666666666,42.379308333333334,5BZBJ0818+4222 ,0.53,1091.0,5.24e-11,0.0,5BZCAT
1987,124.61391666666665,28.23413888888889,5BZBJ0818+2814 ,0.226,64.0,2.8e-12,0.0,5BZCAT
1988,124.45729166666665,-9.5585,5BZBJ0817-0933 ,0.0,468.0,1.23e-11,0.0,5BZCAT
1989,124.66691666666665,31.89668888888889,5BZBJ0818+3153 ,0.0,63.0,1.66e-12,0.0,5BZCAT
1990,124.75966666666666,32.443688888888886,5BZQJ0819+3226 ,2.017,194.0,1.78e-12,0.0,5BZCAT
1991,124.85791666666665,40.62888888888889,5BZBJ0819+4037 ,0.389,79.0,0.0,0.0,5BZCAT
1992,124.82854166666667,27.791858333333334,5BZBJ0819+2747 ,0.0,234.0,3.15e-12,0.0,5BZCAT
1994,124.88162499999999,14.493777777777778,5BZBJ0819+1429 ,0.494,8.0,0.0,0.0,5BZCAT
1995,125.117,48.8965,5BZGJ0820+4853 ,0.133,188.0,0.0,0.0,5BZCAT
1996,124.82325,-7.940558333333334,5BZBJ0819-0756 ,0.0,7.0,2.35e-12,18.0,5BZCAT
1998,125.084125,36.66791944444444,5BZBJ0820+3640 ,0.0,94.0,4.44e-12,0.0,5BZCAT
2000,125.21324999999999,23.895919444444445,5BZBJ0820+2353 ,0.402,49.0,2.75e-12,15.6,5BZCAT
2003,125.47420833333332,50.522438888888885,5BZQJ0821+5031 ,2.133,59.0,0.0,0.0,5BZCAT
2006,125.239375,-12.983058333333334,5BZBJ0820-1258 ,0.0,1096.0,3.65e-12,0.0,5BZCAT
2007,125.41675,-3.3868583333333335,5BZQJ0821-0323 ,2.352,565.0,0.0,0.0,5BZCAT
2008,125.73974999999999,40.69716944444444,5BZQJ0822+4041 ,0.866,345.0,3.98e-12,0.0,5BZCAT
2011,125.85316666666665,22.38427777777778,5BZBJ0823+2223 ,0.951,2272.0,2.98e-12,0.0,5BZCAT
2012,125.84679166666666,15.413308333333333,5BZGJ0823+1524 ,0.167,21.0,0.0,0.0,5BZCAT
2013,125.83558333333333,11.430919444444445,5BZBJ0823+1125 ,0.441,10.0,0.0,17.1,5BZCAT
2015,125.92104166666665,29.474497222222222,5BZQJ0823+2928 ,2.368,469.0,0.0,0.0,5BZCAT
2016,126.19675000000001,55.87855833333333,5BZQJ0824+5552 ,1.417,1449.0,9.17e-12,0.0,5BZCAT
2017,126.41091666666665,61.95793888888889,5BZQJ0825+6157 ,0.542,627.0,0.0,0.0,5BZCAT
2019,126.23116666666665,39.278327777777776,5BZQJ0824+3916 ,1.216,1481.0,9.02e-12,0.0,5BZCAT
2021,126.29970833333331,13.542419444444445,5BZQJ0825+1332 ,1.143,224.0,0.0,0.0,5BZCAT
2023,126.215,-15.462747222222223,5BZQJ0824-1527 ,1.289,170.0,0.0,0.0,5BZCAT
