242.93179 |  49.77886 |  1.400E+09 |  1.000E+00 |  1.134E-17 |  1.820E-18 |   55000.00 |   55000.00 |   |
242.93179 |  49.77886 |  2.418E+17 |  1.000E+00 |  6.468E-13 |  3.274E-13 |   55000.00 |   55000.00 |   |
242.93179 |  49.77886 |  2.418E+17 |  1.000E+00 |  9.653E-13 |  3.305E-13 |   55000.00 |   55000.00 |   |
242.93179 |  49.77886 |  2.418E+17 |  1.000E+00 |  1.433E-12 |  1.920E-13 |   55000.00 |   55000.00 |   |
242.93179 |  49.77886 |  7.253E+17 |  1.000E+00 |  8.132E-13 |  4.097E-13 |   55000.00 |   55000.00 |   |
242.93179 |  49.77886 |  7.253E+17 |  1.000E+00 |  1.284E-12 |  4.238E-13 |   55000.00 |   55000.00 |   |
242.93179 |  49.77886 |  1.389E+14 |  1.000E+00 |  1.073E-12 |  1.177E-13 |   55000.00 |   55000.00 |   |
242.93179 |  49.77886 |  1.804E+14 |  1.000E+00 |  8.194E-13 |  1.143E-13 |   55000.00 |   55000.00 |   |
242.93179 |  49.77886 |  2.427E+14 |  1.000E+00 |  9.997E-13 |  1.137E-13 |   55000.00 |   55000.00 |   |
242.93179 |  49.77886 |  8.817E+13 |  1.000E+00 |  9.021E-13 |  1.995E-14 |   55000.00 |   55000.00 |   |
242.93179 |  49.77886 |  6.517E+13 |  1.000E+00 |  9.978E-13 |  2.010E-14 |   55000.00 |   55000.00 |   |
242.93179 |  49.77886 |  2.498E+13 |  1.000E+00 |  1.267E-12 |  3.150E-14 |   55000.00 |   55000.00 |   |
242.93179 |  49.77886 |  1.363E+13 |  1.000E+00 |  1.946E-12 |  9.500E-14 |   55000.00 |   55000.00 |   |
242.93179 |  49.77886 |  8.817E+13 |  1.000E+00 |  8.889E-13 |  3.685E-14 |   55403.86 |   55403.86 |   |
242.93179 |  49.77886 |  6.517E+13 |  1.000E+00 |  1.057E-12 |  4.450E-14 |   55403.86 |   55403.86 |   |
242.93179 |  49.77886 |  2.498E+13 |  1.000E+00 |  1.106E-12 |  1.145E-13 |   55403.86 |   55403.86 |   |
242.93179 |  49.77886 |  1.363E+13 |  1.000E+00 |  1.742E-12 |  3.755E-13 |   55403.86 |   55403.86 |   |
242.93179 |  49.77886 |  8.817E+13 |  1.000E+00 |  9.274E-13 |  3.930E-14 |   55403.99 |   55403.99 |   |
242.93179 |  49.77886 |  6.517E+13 |  1.000E+00 |  1.055E-12 |  4.650E-14 |   55403.99 |   55403.99 |   |
242.93179 |  49.77886 |  2.498E+13 |  1.000E+00 |  1.131E-12 |  9.600E-14 |   55403.99 |   55403.99 |   |
242.93179 |  49.77886 |  1.363E+13 |  1.000E+00 |  1.619E-12 |  3.605E-13 |   55403.99 |   55403.99 |   |
242.93179 |  49.77886 |  8.817E+13 |  1.000E+00 |  9.738E-13 |  4.915E-14 |   55404.12 |   55404.12 |   |
242.93179 |  49.77886 |  6.517E+13 |  1.000E+00 |  1.052E-12 |  4.350E-14 |   55404.12 |   55404.12 |   |
242.93179 |  49.77886 |  2.498E+13 |  1.000E+00 |  1.305E-12 |  1.050E-13 |   55404.12 |   55404.12 |   |
242.93179 |  49.77886 |  1.363E+13 |  1.000E+00 |  2.635E-12 |  8.510E-13 |   55404.12 |   55404.12 |   |
242.93179 |  49.77886 |  8.817E+13 |  1.000E+00 |  8.711E-13 |  3.935E-14 |   55404.12 |   55404.12 |   |
242.93179 |  49.77886 |  6.517E+13 |  1.000E+00 |  9.978E-13 |  4.510E-14 |   55404.12 |   55404.12 |   |
242.93179 |  49.77886 |  2.498E+13 |  1.000E+00 |  1.397E-12 |  1.015E-13 |   55404.12 |   55404.12 |   |
242.93179 |  49.77886 |  1.363E+13 |  1.000E+00 |  2.214E-12 |  4.745E-13 |   55404.12 |   55404.12 |   |
242.93179 |  49.77886 |  8.817E+13 |  1.000E+00 |  9.604E-13 |  4.255E-14 |   55404.25 |   55404.25 |   |
242.93179 |  49.77886 |  6.517E+13 |  1.000E+00 |  1.008E-12 |  4.810E-14 |   55404.25 |   55404.25 |   |
242.93179 |  49.77886 |  2.498E+13 |  1.000E+00 |  1.311E-12 |  9.650E-14 |   55404.25 |   55404.25 |   |
242.93179 |  49.77886 |  1.363E+13 |  1.000E+00 |  2.289E-12 |  3.385E-13 |   55404.25 |   55404.25 |   |
242.93179 |  49.77886 |  8.817E+13 |  1.000E+00 |  8.791E-13 |  3.805E-14 |   55586.40 |   55586.40 |   |
242.93179 |  49.77886 |  6.517E+13 |  1.000E+00 |  9.261E-13 |  4.605E-14 |   55586.40 |   55586.40 |   |
242.93179 |  49.77886 |  8.817E+13 |  1.000E+00 |  8.905E-13 |  3.690E-14 |   55586.53 |   55586.53 |   |
242.93179 |  49.77886 |  6.517E+13 |  1.000E+00 |  9.679E-13 |  4.895E-14 |   55586.53 |   55586.53 |   |
242.93179 |  49.77886 |  8.817E+13 |  1.000E+00 |  8.655E-13 |  3.990E-14 |   55586.66 |   55586.66 |   |
242.93179 |  49.77886 |  6.517E+13 |  1.000E+00 |  8.877E-13 |  4.500E-14 |   55586.66 |   55586.66 |   |
242.93179 |  49.77886 |  8.817E+13 |  1.000E+00 |  8.473E-13 |  3.745E-14 |   55586.73 |   55586.73 |   |
242.93179 |  49.77886 |  6.517E+13 |  1.000E+00 |  1.037E-12 |  4.395E-14 |   55586.73 |   55586.73 |   |
242.93179 |  49.77886 |  8.817E+13 |  1.000E+00 |  8.980E-13 |  4.300E-14 |   55586.79 |   55586.79 |   |
242.93179 |  49.77886 |  6.517E+13 |  1.000E+00 |  9.008E-13 |  4.900E-14 |   55586.79 |   55586.79 |   |
242.93179 |  49.77886 |  8.817E+13 |  1.000E+00 |  8.881E-13 |  4.010E-14 |   55586.79 |   55586.79 |   |
